Artificial Sports Lighting,Discuss Throw Facility,Facility ID,Hammer Throw Facility,High Jump Facility,Indoor Throw Net for Javelin,Indoor Throws Training - Cage,Infield Surface Type,Javelin Throw Facility,Long Jump Facility,Oval Track Lanes,Oval Track Length,Pole Vault Facility,Shot Put Facility,SpectatorAccom: Designated Accessible,SpectatorAccom: Designated Accessible Covered,SpectatorAccom: Designated Accessible Uncovered,SpectatorAccom: Capacity Estimate,SpectatorAccom: Checked,SpectatorAccom: Seating,SpectatorAccom: Seating Covered,SpectatorAccom: Seating Uncovered,SpectatorAccom: Shared Flag,SpectatorAccom: Standing,SpectatorAccom: Standing Covered,SpectatorAccom: Standing Uncovered,SpectatorAccom: Total Capacity,Sprint Straight Length,Steeplechase Water Jump,Straight Track Lanes,Track Lanes,Track Length,Track Surface Type,Triple Jump Facility,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
0,0,30003588,0,0,,,11,0,0,4,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,4,,,11,0,0,0,,0,,1,1,1,1,1,,1,1,0,0,1,1004,1,3,,1,,,,,2016-05-12 10:06:34,2023-09-12 13:56:31,0,12,1,1,30003256,2,2000,1,,341168,368530,53.21059,-2.882369,School/College/University (in house),Education,Private Use,Private
1,1,30004025,1,1,,,11,1,1,6,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2016-05-20 15:45:20,2024-02-23 16:49:08,0,12,1,1,30003458,2,1990,1,,434352,146814,51.21949,-1.509502,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
1,0,30004047,0,1,,,,0,0,,,0,1,,0,0,0,0,,0,0,0,,0,0,0,,,,8,130.0,18,0,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,1006,1,3,,1,,,,,2016-05-23 11:00:17,2023-09-12 16:03:03,0,12,1,1,1203587,2,2000,0,,537613,139069,51.13437,-0.03449261,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30004269,0,0,,,11,0,0,8,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,0,0,,0,,1,0,1,1,1,,1,1,0,0,1,1004,1,3,,1,,,,,2016-05-26 12:40:17,2024-06-13 13:16:52,2,12,1,1,30003567,2,2000,0,,507099,223608,51.90074,-0.4447617,School/College/University (in house),Education,Private Use,Private
0,0,30005116,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,0,0,,0,,1,0,1,1,1,,1,1,0,0,1,1004,1,3,,1,,,,,2016-06-21 16:24:53,2024-05-02 11:21:14,0,12,1,1,30003759,2,1900,1,,391744,321493,52.79096,-2.123864,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30005158,0,0,,,11,0,0,4,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,0,0,,0,,1,1,1,1,1,,1,1,0,0,1,1004,1,3,Marked out seasonally.,1,,,,,2016-06-22 11:18:31,2023-10-25 13:03:31,0,9,4,2,30003773,2,2000,1,,255488,133994,51.087,-4.064763,School/College/University (in house),Education,Private Use,Private
0,0,30006426,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,11,0,1,1,2007,2,101,1,1,1,1,1,,1,1,1,1,1,1004,1,5,,0,,,,2018-03-01,2016-08-11 10:54:22,2024-03-05 13:11:21,1,12,1,1,1005272,2,1996,0,2007,341648,268860,52.31474,-2.857407,Commercial Management,Commercial,Registered Membership use,Public Access
1,0,30006822,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,4,85.0,18,0,1,0,,0,,1,1,1,1,1,,0,1,1,1,1,1006,1,3,,1,,,,,2016-09-19 11:37:06,2023-07-19 14:27:22,0,12,1,1,1042107,2,2000,1,,528525,171074,51.42412,-0.1528064,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
1,0,30007250,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,4,,,18,0,1,0,,0,,1,0,1,1,1,,1,1,1,0,1,1004,1,3,,1,,,,,2016-10-14 15:43:16,2024-01-23 16:23:22,0,12,1,1,1103667,1,1995,0,,391285,107645,50.86823,-2.125209,MOD,Others,Private Use,Private
0,0,30007881,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,6,120.0,18,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1006,1,3,Track is shorter than a 400m track.,1,,,,,2016-12-02 11:38:11,2024-01-10 10:29:01,0,12,1,1,1014596,2,2010,0,,546258,179164,51.49251,0.1054133,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,1,30007998,1,1,,,11,1,1,8,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2016-12-13 09:29:18,2023-07-31 13:28:02,0,12,1,1,30004434,2,2016,0,,537653,190177,51.59363,-0.01415366,Trust,Trust,Pay and Play,Public Access
1,1,30008534,1,1,,,11,1,1,6,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,1,1,2019,1,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2017-01-30 13:01:24,2023-10-17 08:47:46,0,12,1,1,1051821,2,2005,0,,340426,374599,53.26505,-2.894615,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,0,30009413,0,0,,,11,1,1,4,300.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,40,0,2,,,18,1,1,0,,0,,0,0,0,0,0,,1,0,0,0,1,1005,1,3,,0,,,,,2017-02-20 16:34:18,2024-05-30 11:56:31,1,12,1,1,30005043,1,2000,1,2007,397451,282932,52.44436,-2.038922,Sport Club,Others,Sports Club / Community Association,Public Access
1,1,30010609,1,1,,,11,1,1,8,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2017-03-29 09:49:10,2023-08-21 14:46:20,0,12,1,1,30003656,2,2015,0,,477294,267460,52.29985,-0.8679156,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30011662,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,0,0,,0,,1,0,1,1,1,,1,1,0,0,1,1004,1,7,Not marked out for the entire year,1,,,,,2017-06-15 14:34:34,2024-02-28 13:11:01,0,12,1,1,6010646,2,1968,0,,337631,367923,53.20472,-2.93521,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30011665,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,0,0,,0,,1,1,1,1,1,,1,1,0,1,1,1004,1,3,Only marked out in Summer months,1,,,,,2017-06-15 15:16:45,2023-12-13 13:50:03,1,9,4,2,1208279,2,1957,0,2011,342744,322173,52.79408,-2.850549,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,1,30011736,1,1,,,11,1,1,6,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,100,1,6,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2017-06-26 10:30:50,2023-11-24 09:39:00,1,12,1,1,1044824,2,1931,0,2008,351195,386733,53.3752,-2.735059,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30011878,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,Only marked out for summer.,1,,,,,2017-06-30 11:24:32,2024-03-06 14:53:45,0,12,1,1,30003954,2,2000,1,,519644,298631,52.57237,-0.2359965,School/College/University (in house),Education,Private Use,Private
0,0,30011898,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,1,0,,0,,1,0,0,1,1,,0,0,0,0,0,1004,1,3,,1,,,,,2017-07-03 12:49:13,2023-05-10 15:37:09,1,12,1,1,1041073,2,1967,0,2009,419483,421361,53.68836,-1.706454,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30012235,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,11,0,1,0,,0,101,1,1,1,1,1,,1,1,1,1,1,1004,1,5,Multi use games area.,0,,,,2019-07-31,2017-07-18 15:03:22,2023-09-26 15:43:56,1,12,1,1,30006292,1,2000,1,2017,508818,142912,51.1751,-0.4447096,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,1,30013423,0,0,,,11,0,1,6,400.0,0,1,,0,0,0,0,,0,0,0,,0,0,0,100,0,8,,,11,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2017-10-20 12:55:38,2024-01-08 08:41:28,2,12,1,1,1206570,2,2000,1,,207658,65727,50.45975,-4.711263,School/College/University (in house),Education,Private Use,Private
0,0,30013553,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2017-11-02 11:14:45,2023-06-22 12:33:49,0,12,1,1,1200812,2,1990,1,,341380,392579,53.42674,-2.883659,School/College/University (in house),Education,Private Use,Private
1,1,30013693,1,1,,,11,1,1,8,400.0,1,1,,1,0,1,1,,250,0,0,,0,0,251,110,1,8,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,1004,1,3,,1,,,,,2017-11-17 16:00:34,2024-03-01 16:04:04,0,12,1,1,30006509,2,2017,0,,510746,167894,51.39928,-0.4094053,Commercial Management,Commercial,Sports Club / Community Association,Public Access
1,1,30015111,1,1,,,11,1,1,6,400.0,1,0,,0,0,0,1,,300,0,0,,0,0,300,110,1,8,,,18,1,1,0,,0,,0,0,0,0,0,,1,0,0,0,0,1004,1,3,,1,,,,,2018-04-05 09:17:42,2024-04-22 07:15:15,0,12,1,1,30009812,2,2017,0,,537841,183794,51.53624,-0.01393679,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
1,0,30015243,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,130,0,6,,,18,0,1,1,2011,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,2004-05-19,,,,2018-04-12 15:03:52,2024-05-30 12:09:53,1,12,1,1,1039723,2,2003,0,2014,506643,182279,51.52936,-0.4640256,School/College/University (in house),Education,Pay and Play,Public Access
1,1,30016007,1,1,,,11,0,1,6,400.0,0,0,,0,0,0,1,,0,0,0,,0,0,0,100,0,6,,,19,0,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,1004,1,3,,1,,,,,2018-08-10 12:10:19,2024-01-03 14:17:22,0,12,1,1,6004125,2,1980,1,,539843,150896,51.24011,0.001958463,Sport Club,Others,Sports Club / Community Association,Public Access
1,0,30016123,0,0,,,11,1,1,8,400.0,1,0,,1,0,0,1,,250,0,0,,0,0,251,110,0,8,,,18,1,1,0,,1,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,Freedom Leisure,,2018-09-03 15:59:58,2024-01-29 11:26:41,0,12,1,1,30007633,2,2018,0,,499583,156506,51.29898,-0.5729865,Trust,Trust,Pay and Play,Public Access
0,0,30016222,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,4,80.0,18,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1006,1,3,,1,,,Everyone Active,,2018-09-10 11:48:05,2024-02-27 16:40:50,0,12,1,1,30006670,1,2016,1,,553042,192617,51.6116,0.2089129,Commercial Management,Commercial,Private Use,Private
0,0,30016223,0,0,,,11,0,0,7,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,4,,,11,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2018-09-10 12:15:35,2024-05-08 14:43:34,0,12,1,1,1003802,1,2000,1,,516718,205808,51.73884,-0.3110137,School/College/University (in house),Education,Private Use,Private
1,0,30016232,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,8,60.0,19,0,1,0,,0,,1,0,0,1,1,,0,0,0,0,0,1006,1,3,,1,,,,,2018-09-11 10:42:40,2024-05-24 10:14:06,0,12,1,1,1203164,1,2000,1,,535150,185779,51.55472,-0.05195574,School/College/University (in house),Education,Private Use,Private
0,0,30016723,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,18,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2018-10-25 11:11:30,2023-06-20 09:39:51,0,12,1,1,6009280,1,1975,1,,420177,457734,54.01524,-1.693579,MOD,Others,Private Use,Private
1,1,30016881,1,1,,,11,1,1,6,400.0,1,1,,1,0,0,1,,214,0,0,,0,0,215,110,1,8,,,18,1,1,0,,1,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2018-11-06 14:19:10,2023-10-11 13:45:28,1,12,1,1,30007872,2,1987,0,2018,515113,130706,51.06416,-0.3585835,Commercial Management,Commercial,Pay and Play,Public Access
0,1,30017862,1,0,,,11,0,0,6,400.0,0,0,,0,0,0,1,,0,0,0,,0,0,0,100,0,6,,,11,0,1,0,,0,,1,0,0,0,0,,0,0,0,0,0,1004,1,3,,1,,,,,2019-02-22 14:50:58,2023-08-25 12:47:26,0,12,1,1,6017448,1,2000,1,,569524,211871,51.77984,0.4560696,School/College/University (in house),Education,Private Use,Private
0,0,30017890,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,1,0,,0,,1,0,0,0,0,,0,0,0,0,0,1004,1,3,,1,,,,,2019-02-27 12:57:26,2023-09-21 12:21:37,0,12,1,1,1205705,1,2000,1,,496450,181013,51.51981,-0.6112684,School/College/University (in house),Education,Private Use,Private
0,0,30017903,0,0,,,11,0,0,4,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,19,0,1,2,,0,,1,1,1,1,1,,0,1,0,1,1,1004,1,3,"4 lane, 40 metre sprint track constructed using (indoor adjusted) MONDO floor. The sprint track is a recognised Centre for Research and incorporates new state-of-the-art laboratories dedicated to cutting edge sport science research. ",1,,,,,2019-02-28 11:41:26,2023-07-12 14:43:23,2,12,1,1,1039875,2,2010,1,,425270,564938,54.97842,-1.60673,School/College/University (in house),Education,Private Use,Private
1,1,30018091,1,1,,,11,1,1,8,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,1,0,,0,,1,0,0,0,1,,0,0,0,0,0,1004,1,3,,1,,,,,2019-03-19 15:10:33,2023-09-19 12:51:29,0,12,1,1,30008187,2,2018,0,,405256,284172,52.45549,-1.924071,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,1,30018194,1,1,,,11,1,1,8,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,0,0,,0,,1,0,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2019-03-26 15:20:15,2023-10-27 12:46:52,2,12,1,1,30008207,2,2002,1,,450914,274478,52.36602,-1.253666,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,30018395,0,0,,,18,1,1,6,300.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,18,0,1,0,,0,,1,1,1,1,1,2 Bays,1,1,0,1,1,1005,1,3,,1,,,,,2019-04-18 08:45:02,2024-06-05 08:45:19,0,12,1,1,1008225,1,1990,1,,533191,172993,51.44028,-0.08501812,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30018729,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,1,0,,0,,1,0,1,1,1,,1,1,0,0,0,1004,1,3,200m track and 100m straight,1,,,,,2019-06-07 09:54:06,2023-10-19 12:28:02,0,12,1,1,1205007,2,2019,1,,510090,114930,50.92333,-0.4350126,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30018976,0,0,,,11,0,0,7,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,1004,1,3,under 400m its a straight line 100m track,1,,,,,2019-07-11 10:13:00,2023-12-12 15:59:44,0,12,1,1,6020635,2,2000,0,,515218,207671,51.75589,-0.3321105,School/College/University (in house),Education,Private Use,Private
1,1,30019061,1,1,,,11,1,1,6,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,1,0,,1,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,YMCA,,2019-07-22 12:34:18,2024-05-31 08:57:45,0,12,1,1,30007968,2,2018,0,,480602,352417,53.06295,-0.7986666,Other,Others,Sports Club / Community Association,Public Access
0,0,30019669,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,0,0,,0,103,1,0,0,0,0,,0,0,0,0,0,1004,1,5,,1,,,,2019-07-31,2019-10-07 12:26:05,2022-04-25 15:49:58,0,12,1,1,1039122,1,2018,1,,487619,168883,51.41222,-0.7415134,School/College/University (in house),Education,Private Use,Private
0,0,30021090,0,0,,,11,0,0,4,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,4,,,19,0,1,0,,0,,0,0,0,0,0,,0,0,0,0,0,1004,1,3,In state of disrepair,1,,,,,2020-02-20 11:15:41,2024-03-05 13:12:43,1,12,1,1,30003337,1,1990,1,2005,377479,407125,53.56028,-2.341448,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,30021164,0,0,,,11,0,0,8,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,150,0,8,,,19,0,1,0,,0,,1,0,1,1,1,,1,0,1,0,1,1004,1,3,,1,,,,,2020-02-27 11:04:47,2023-09-14 14:37:47,0,12,1,1,6021082,1,1970,1,,536500,184228,51.54045,-0.0330959,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,0,30021606,0,0,,,11,1,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,0,0,0,,0,,1,0,0,0,0,,0,0,0,1,0,1004,1,3,Derelict.,1,,,,,2020-04-03 15:59:29,2023-11-10 12:30:35,0,12,1,1,1042116,1,1990,1,,510395,173631,51.45092,-0.4126526,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,0,30023553,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,0,0,,0,,1,0,0,0,1,,1,0,0,0,0,1004,1,3,,1,,,,,2020-11-05 10:01:13,2024-02-27 08:41:56,0,12,1,1,30006547,2,2011,1,,586647,187628,51.55666,0.6910633,School/College/University (in house),Education,Private Use,Private
0,0,30023927,0,0,,,11,0,0,4,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,18,0,1,0,,0,,1,0,0,0,0,,0,0,0,0,0,1004,1,3,,1,,,,,2021-01-07 15:08:05,2024-06-10 11:16:33,0,12,1,1,1044807,2,2014,1,,527777,162381,51.34615,-0.1666877,School/College/University (in house),Education,Private Use,Private
0,0,30023981,0,0,,,11,0,0,2,300.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,110,0,6,,,18,0,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1005,1,3,,1,,,,,2021-01-14 13:03:19,2024-06-03 14:41:05,0,12,1,1,1204426,1,2020,0,,446841,168830,51.41656,-1.327797,School/College/University (in house),Education,Private Use,Private
0,0,30023985,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,6,80.0,18,0,1,1,2019,0,,0,0,1,1,1,,1,1,0,0,0,1006,1,3,,1,,,,,2021-01-14 14:26:15,2024-06-27 10:07:13,0,12,1,1,1201371,1,2010,0,,533219,172098,51.43223,-0.08495189,School/College/University (in house),Education,Private Use,Private
0,0,30026231,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,8,,,18,0,2,2,,0,,1,1,0,1,1,,0,1,0,0,1,1004,1,3,,1,,,,,2021-08-25 21:14:04,2023-08-02 10:44:20,1,12,1,1,6006383,1,1999,1,2020,492922,157033,51.30485,-0.6683729,MOD,Others,Private Use,Private
0,0,30026232,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,4,115.0,18,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1006,1,3,,1,,,,,2021-08-25 21:37:15,2024-02-27 11:34:16,0,12,1,1,1202849,1,2010,1,,411693,438077,53.83883,-1.823792,Sport Club,Others,Sports Club / Community Association,Public Access
0,1,30026233,1,0,,,11,0,1,6,400.0,0,1,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,2021-08-25 22:27:30,2024-04-24 09:57:52,0,7,4,2,1044953,1,2012,1,,580057,183420,51.521,0.5939636,School/College/University (in house),Education,Private Use,Private
0,1,30026234,0,0,,,,0,1,,,0,1,,0,0,0,0,,0,0,0,,0,0,0,,,,6,65.0,18,0,1,0,,0,,1,0,1,1,1,,1,1,0,0,1,1006,1,3,,1,,,,,2021-08-25 22:41:09,2023-11-14 11:39:12,0,12,1,1,1004827,2,2016,0,,341552,172376,51.44734,-2.842443,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,1,30026235,1,1,,,11,1,1,8,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,100,0,8,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1004,1,3,,1,,,,,2021-08-25 22:59:30,2023-06-05 09:54:44,0,12,1,1,1205094,2,2021,0,,399892,153646,51.28195,-2.002925,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30026241,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,8,100.0,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1006,1,3,,1,,,,,2021-08-26 14:01:53,2024-01-04 11:34:26,0,12,1,1,1201844,2,2008,1,,389961,396651,53.46652,-2.152686,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30026242,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,5,100.0,18,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1006,1,3,,1,,,,,2021-08-26 14:07:04,2023-06-28 11:14:11,0,12,1,1,1037571,2,2012,1,,531845,175245,51.46083,-0.1035345,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,0,30026254,0,0,,,11,1,1,4,400.0,0,1,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,18,1,1,0,,0,,1,0,1,1,1,,0,0,0,0,0,1004,1,3,,1,,,https://www.paddockwoodac.co.uk/,,2021-08-26 16:12:38,2023-09-27 10:57:41,0,12,1,1,6018469,1,2017,0,,566663,144383,51.1744,0.3828207,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
1,0,30026255,0,0,,,,0,1,,,0,1,,0,0,0,0,,0,0,0,,0,0,0,,,,8,50.0,18,1,1,0,,0,,0,1,1,1,1,,1,1,0,0,1,1006,1,3,,1,,,,,2021-08-26 17:22:30,2023-11-22 14:33:11,0,12,1,1,1035914,2,2014,0,,532927,186221,51.55922,-0.08383448,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30026256,0,1,,,,1,0,,,0,1,,0,0,0,0,,0,0,0,,0,0,0,,,,3,40.0,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1006,1,3,,1,,,,,2021-08-26 17:34:47,2023-11-14 11:24:07,0,12,1,1,1205204,2,2009,0,,457845,222783,51.9006,-1.160665,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,1,30026257,0,0,,,11,0,1,6,200.0,0,1,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1005,1,3,,1,,,,,2021-08-26 18:27:18,2023-08-15 08:24:39,1,12,1,1,1042524,2,2010,0,2021,362430,300628,52.60215,-2.556149,Local Authority (in house),Local Authority,Pay and Play,Public Access
1,1,2009255,1,1,,,11,1,1,6,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,1,1,2014,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,,2023-10-13 10:55:24,0,12,1,1,1002128,2,1991,0,,551404,177520,51.47638,0.178776,Commercial Management,Commercial,Pay and Play,Public Access
1,0,30026387,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,4,100.0,18,0,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1006,1,3,,1,,,,,2021-09-16 09:15:49,2024-05-01 15:09:08,0,12,1,1,6006752,2,2021,0,,357152,418842,53.66431,-2.649912,Local Authority (in house),Local Authority,Pay and Play,Public Access
1,1,30026276,1,0,,,,1,0,,,0,1,,0,0,0,0,,0,0,0,,0,0,0,,,,,,,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1007,1,3,Grass area outside stadium.,1,,,,,2021-09-02 15:08:09,2024-04-24 11:24:56,1,12,1,1,1013948,2,1964,0,2013,523180,190928,51.60374,-0.222709,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,30026337,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,5,125.0,18,0,1,1,2021,0,,1,1,1,1,1,,1,1,0,0,1,1006,1,3,,1,,,,,2021-09-08 13:30:44,2023-10-24 16:35:44,0,12,1,1,1003185,1,2021,0,,520266,164082,51.36308,-0.2739063,School/College/University (in house),Education,Private Use,Private
1,0,30026401,0,0,,,18,0,1,2,200.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1005,1,3,,1,,,,,2021-09-16 15:22:19,2023-06-02 09:22:34,0,12,1,1,1009834,2,2006,0,,402277,290066,52.5085,-1.967875,School/College/University (in house),Education,Private Use,Private
0,0,30026463,0,0,,,18,0,0,5,150.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,55,0,5,,,18,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1005,1,3,,1,,,,,2021-10-04 14:01:01,2024-01-04 12:21:01,0,12,1,1,30009880,1,2018,0,,514370,176867,51.47921,-0.3544259,School/College/University (in house),Education,Private Use,Private
