Artificial Sports Lighting,Discuss Throw Facility,Facility ID,Hammer Throw Facility,High Jump Facility,Indoor Throw Net for Javelin,Indoor Throws Training - Cage,Infield Surface Type,Javelin Throw Facility,Long Jump Facility,Oval Track Lanes,Oval Track Length,Pole Vault Facility,Shot Put Facility,SpectatorAccom: Designated Accessible,SpectatorAccom: Designated Accessible Covered,SpectatorAccom: Designated Accessible Uncovered,SpectatorAccom: Capacity Estimate,SpectatorAccom: Checked,SpectatorAccom: Seating,SpectatorAccom: Seating Covered,SpectatorAccom: Seating Uncovered,SpectatorAccom: Shared Flag,SpectatorAccom: Standing,SpectatorAccom: Standing Covered,SpectatorAccom: Standing Uncovered,SpectatorAccom: Total Capacity,Sprint Straight Length,Steeplechase Water Jump,Straight Track Lanes,Track Lanes,Track Length,Track Surface Type,Triple Jump Facility,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
0,0,4009320,0,0,,,11,0,0,5,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2005-06-01,,2022-03-24 12:47:22,0,12,1,1,1004721,3,1968,0,,328184,387529,53.37973,-3.081061,Not Known,Not Known,Pay and Play,Public Access
0,0,4009351,0,0,,,11,0,0,8,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2004-07-01,,2023-09-07 13:22:56,2,12,1,1,1005372,3,1959,0,,381669,345220,53.004,-2.274603,Not Known,Not Known,Pay and Play,Public Access
1,0,4009367,0,0,,,11,0,0,8,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,18,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2005-09-01,,2005-11-16 00:00:00,2,12,1,1,1005688,3,1973,0,,527830,136474,51.11331,-0.1751501,Not Known,Not Known,Pay and Play,Public Access
0,0,4009414,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,101,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2018-02-26,,2024-02-20 08:28:56,2,12,1,1,1008392,3,1976,0,,327349,391151,53.41217,-3.094434,Not Known,Not Known,Private Use,Private
1,0,4009425,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2008-01-01,,2008-08-21 00:00:00,0,12,1,1,1011312,3,1968,0,,463927,411370,53.59504,-1.035588,Not Known,Not Known,Pay and Play,Public Access
0,0,4009431,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,0,0,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2007-06-01,,2023-08-17 09:44:23,1,12,1,1,1011318,3,1973,0,2004,313170,529349,54.65174,-3.347275,Not Known,Not Known,Pay and Play,Public Access
0,0,4009449,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2000-01-01,,2023-08-25 10:09:36,2,12,1,1,1011336,3,,0,,445214,520329,54.57617,-1.302077,Not Known,Not Known,Not Known,Not Known
1,0,4009469,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,18,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2005-01-01,,2005-05-03 00:00:00,2,12,1,1,1011356,3,,0,,422300,255800,52.2,-1.675127,Not Known,Not Known,Pay and Play,Public Access
0,0,4009485,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2008-01-01,,2008-08-21 00:00:00,0,12,1,1,1011373,3,1950,0,,387120,412117,53.60548,-2.196118,Not Known,Not Known,Free Public Access,Public Access
1,0,4009498,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,18,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2005-04-01,,2005-03-24 00:00:00,2,12,1,1,1011386,3,2003,0,,445859,341632,52.97011,-1.318594,Not Known,Not Known,Not Known,Not Known
0,0,4009506,0,0,,,11,0,0,8,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2005-01-01,,2023-05-11 13:36:13,2,12,1,1,1103454,2,2000,1,,331501,444983,53.89649,-3.043873,Not Known,Not Known,Sports Club / Community Association,Public Access
0,0,4009527,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2006-01-01,,2023-10-09 11:25:57,2,12,1,1,1011415,1,1990,0,,500808,349775,53.03579,-0.4980771,Not Known,Not Known,Registered Membership use,Public Access
1,0,4009534,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,18,0,1,1,2011,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,In disrepair.,0,,,,2010-01-01,,2024-03-05 12:14:35,0,12,1,1,1011422,3,1980,0,,317946,469065,54.1109,-3.256609,Not Known,Not Known,Sports Club / Community Association,Public Access
1,0,4009539,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2006-08-01,,2023-09-29 11:35:45,0,12,1,1,1011427,3,1975,0,,331019,331373,52.8754,-3.026353,Not Known,Not Known,Pay and Play,Public Access
0,0,4009561,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2005-05-01,,2005-04-25 00:00:00,2,12,1,1,1011449,3,,0,,325720,390191,53.40332,-3.118723,Not Known,Not Known,Pay and Play,Public Access
1,0,4009565,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2008-02-12,,2008-02-12 00:00:00,1,12,1,1,1011453,3,1950,0,2003,366016,400442,53.49959,-2.513771,Not Known,Not Known,Registered Membership use,Public Access
1,0,4009595,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,18,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2006-01-01,,2007-06-01 00:00:00,0,12,1,1,1011483,3,1987,0,,443134,412466,53.607,-1.349578,Not Known,Not Known,Pay and Play,Public Access
0,0,4009604,0,0,,,11,0,0,0,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2005-03-01,,2023-11-22 10:18:06,2,12,1,1,1011492,3,,0,,449671,533792,54.69673,-1.23086,Not Known,Not Known,Pay and Play,Public Access
0,0,4009618,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2007-09-01,,2008-05-13 00:00:00,0,12,1,1,1011507,3,1980,0,,426058,542805,54.7795,-1.596406,Not Known,Not Known,Pay and Play,Public Access
1,0,4009627,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2007-07-07,,2008-06-19 00:00:00,0,12,1,1,1011516,3,1950,0,,456084,402682,53.51786,-1.155628,Not Known,Not Known,Pay and Play,Public Access
1,0,4009629,0,0,,,11,0,0,5,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,18,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,1980-01-01,,2004-12-10 00:00:00,2,12,1,1,1011518,3,,0,,549580,184438,51.53903,0.1554641,Not Known,Not Known,Pay and Play,Public Access
0,0,4009639,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,1,1980,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2002-01-01,,2006-09-13 00:00:00,0,12,1,1,1011528,3,1950,0,,336802,396834,53.46445,-2.9534,Not Known,Not Known,Sports Club / Community Association,Public Access
1,0,4009657,0,0,,,11,0,0,8,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,18,0,1,1,1995,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2008-07-31,,2008-07-31 00:00:00,1,12,1,1,1011546,3,1950,0,1995,398493,312341,52.70875,-2.023738,Not Known,Not Known,Pay and Play,Public Access
0,0,4009683,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2009-12-18,,2010-02-03 00:00:00,1,12,1,1,1011572,3,1964,0,2004,341295,398082,53.4762,-2.885954,Not Known,Not Known,Pay and Play,Public Access
0,0,4026274,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2006-12-17,,2007-03-12 00:00:00,0,12,1,1,1005965,3,1974,0,,442755,381465,53.3284,-1.359511,Not Known,Not Known,Pay and Play,Public Access
0,0,4027374,0,0,,,11,0,0,8,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2005-01-01,,2023-01-23 13:19:02,2,12,1,1,1004570,3,1991,0,,613740,159808,51.29726,1.064553,Not Known,Not Known,Pay and Play,Public Access
0,0,4028202,0,0,,,11,0,0,4,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2005-02-01,,2023-05-05 15:34:38,0,12,1,1,1006763,3,1989,0,,419679,528421,54.65053,-1.696535,Not Known,Not Known,Sports Club / Community Association,Public Access
0,0,4028757,0,0,,,11,0,0,0,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2005-12-01,,2023-10-10 16:06:15,2,12,1,1,1010913,3,,0,,386207,342797,52.98235,-2.206885,Not Known,Not Known,Not Known,Not Known
1,0,4028760,0,0,,,11,0,0,7,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2005-03-01,,2023-10-05 14:08:39,2,12,1,1,1005772,2,,0,,479712,262740,52.25708,-0.8335906,Not Known,Not Known,Registered Membership use,Public Access
0,0,4029511,0,0,,,11,0,0,5,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,1,2005,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2005-01-01,,2022-12-13 12:45:39,0,12,1,1,1014778,1,1925,0,,404064,280367,52.4213,-1.941651,Not Known,Not Known,Free Public Access,Public Access
0,0,4029570,0,0,,,11,0,0,0,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,2,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2004-01-01,,2006-10-19 00:00:00,2,12,1,1,1014811,3,,0,,374520,402006,53.51413,-2.38571,Not Known,Not Known,Free Public Access,Public Access
0,0,4029627,0,0,,,11,0,0,5,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2009-01-01,,2009-04-01 00:00:00,0,12,1,1,1103285,3,1980,0,,442067,541089,54.763,-1.347765,Not Known,Not Known,Pay and Play,Public Access
0,0,4029676,0,0,,,11,0,0,4,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,101,0,0,0,0,0,,0,0,0,0,0,1004,1,5,"Re-opened on Active Places 17/05/2018
Informed that the facility is still open.",0,,,,2019-01-01,,2023-12-12 12:43:15,0,12,1,1,1015380,1,2000,0,,440887,390151,53.40663,-1.386427,School/College/University (in house),Education,Private Use,Private
0,0,4029678,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,2,,0,999,1,1,0,1,1,,1,0,0,0,0,1004,1,5,,0,,,,2006-01-01,,2024-03-08 14:11:52,0,12,1,1,1202312,1,1960,0,,515005,431692,53.76891,-0.2566249,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,0,4029679,0,0,,,11,0,0,4,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,18,0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2004-01-01,,2023-04-20 10:43:30,0,12,1,1,1202421,1,1943,0,,529871,176557,51.47309,-0.131446,Not Known,Not Known,Sports Club / Community Association,Public Access
0,0,4029705,0,0,,,11,0,0,7,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,1004,1,5,,0,,,,2013-04-01,,2014-03-20 00:00:00,0,12,1,1,1200837,3,1930,0,,351194,386732,53.3752,-2.735066,Not Known,Not Known,Private Use,Private
0,0,4070384,0,0,,,11,0,0,6,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,18,0,2,2,,0,999,1,0,1,0,1,,0,0,0,0,0,1004,1,5,,0,,,,2003-01-01,,2023-07-17 16:19:10,2,12,1,1,1103481,2,1922,0,,339606,387236,53.37853,-2.909325,Not Known,Not Known,Sports Club / Community Association,Public Access
0,0,4100709,0,0,,,11,0,0,8,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,11,0,1,0,,1,,1,1,1,1,1,,1,1,0,0,1,1004,1,3,,1,,,,,,2023-10-13 11:17:34,0,12,1,1,1042120,2,2013,0,,329704,136163,51.12043,-3.005759,Trust,Trust,Pay and Play,Public Access
1,1,4101438,1,1,,,11,1,1,6,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,1004,1,3,,1,,,,,,2024-03-05 15:05:41,0,12,1,1,1040075,2,2010,0,,361625,174154,51.46505,-2.553801,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,1,4101671,1,1,,,11,1,1,6,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,1,0,,0,,1,1,1,1,1,Ramps,1,1,0,0,1,1004,1,3,,1,,,,,,2024-05-08 09:12:41,0,12,1,1,6007444,2,2012,0,,419647,586765,55.1748,-1.693084,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,1,4107724,1,0,,,11,1,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,110,0,8,,,19,0,1,0,,0,,1,0,1,1,1,,0,0,0,0,0,1004,1,3,,1,,,,,,2024-04-23 11:30:51,0,12,1,1,1042718,1,1996,0,,405411,283320,52.44783,-1.921805,School/College/University (in house),Education,Private Use,Private
1,1,4109046,1,1,,,11,1,1,6,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,19,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,,2024-04-26 11:09:40,0,12,1,1,1040403,2,2000,1,,426475,455540,53.99524,-1.597659,MOD,Others,Private Use,Private
0,0,4109082,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,19,0,1,0,,0,,1,0,1,1,1,,1,0,0,0,0,1004,1,3,,1,,,,,,2024-04-24 13:07:01,0,12,1,1,1042766,2,1960,0,,433208,421595,53.68977,-1.498615,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,1,4109489,1,1,,,11,1,1,8,400.0,1,1,,0,0,0,1,,224,0,0,,0,0,224,100,1,8,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,1004,1,3,,1,,,Everyone Active,,,2024-03-08 10:27:23,0,12,1,1,1037583,2,2011,0,,569747,189498,51.57879,0.4484359,Commercial Management,Commercial,Sports Club / Community Association,Public Access
1,0,4110245,0,1,,,18,0,1,8,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,110,0,8,,,18,1,1,0,,0,,1,1,1,1,1,Lifts,1,1,0,0,1,1004,1,3,,1,,,,,,2024-04-15 11:25:43,0,12,1,1,1043259,2,2011,0,,405608,442623,53.87979,-1.916182,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,0,4111777,0,1,,,11,0,1,6,400.0,0,1,,0,0,0,1,,150,0,0,,0,0,150,110,0,6,,,18,1,1,1,2011,0,,1,1,1,1,1,,1,0,0,0,1,1004,1,3,,1,,,,,,2023-11-30 12:42:46,0,12,1,1,1011416,2,2011,0,,534030,197375,51.65919,-0.0636654,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,1,4111932,1,1,,,11,1,1,8,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1004,1,3,,1,,,,,,2023-05-17 08:23:06,0,12,1,1,1008006,2,2011,0,,497181,368899,53.20831,-0.5463541,School/College/University (in house),Education,Private Use,Private
1,1,4111948,1,1,,,18,1,1,8,400.0,1,0,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,Infield = AGP - throwing cage and javelin runup face playing field,1,,,,,,2023-10-03 15:07:09,0,12,1,1,1008417,2,2011,0,,434193,392357,53.42692,-1.486885,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,4113942,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,3,99.3,19,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1006,1,8,Actually a sprint track,1,2012-10-01,,,,,2024-04-26 11:04:02,0,12,1,1,1200701,2,2011,0,,340097,367213,53.19862,-2.898163,School/College/University (in house),Education,Private Use,Private
1,1,4114520,1,1,,,11,1,1,6,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,100,1,6,,,18,1,1,0,,0,,1,1,1,1,1,2 bays,1,1,1,1,1,1004,1,3,,1,,,Lampton Leisure,,,2023-11-22 11:58:45,1,12,1,1,1044959,2,2011,0,2018,515575,177166,51.48166,-0.3369829,Trust,Trust,Pay and Play,Public Access
0,0,4115355,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,6,,,19,0,1,0,,0,,1,1,1,1,1,Automatic doors.,1,1,1,1,1,1004,1,3,Track surface is dolomite.,1,,,,,,2023-09-01 13:47:18,1,12,1,1,1004145,2,1980,0,2012,432293,563596,54.96596,-1.49715,Local Authority (in house),Local Authority,Registered Membership use,Public Access
1,1,4116508,1,1,,,11,1,1,6,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,8,,,18,1,1,1,2013,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,Everyone Active Limited,,,2024-01-29 15:49:44,0,12,1,1,1045557,2,1992,0,,514350,206449,51.74509,-0.3450823,Commercial Management,Commercial,Sports Club / Community Association,Public Access
1,1,4116705,1,1,,,11,1,1,8,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,10,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,Additional two lanes on back straight.,1,,,,,,2024-01-22 10:50:41,0,12,1,1,1045586,2,2000,0,,381279,272689,52.35196,-2.27627,Sport Club,Others,Sports Club / Community Association,Public Access
0,1,4117234,1,1,,,11,1,1,6,400.0,1,0,,0,0,0,0,,0,0,0,,0,0,0,110,0,6,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,1004,1,3,Throwing cage situated on playing field.,1,,,,,,2023-06-20 11:25:35,0,12,1,1,1204106,2,2011,0,,584546,188462,51.56484,0.6612284,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,0,4126778,0,0,,,11,0,0,8,0.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,,19,0,1,0,,2,101,1,1,1,1,1,,1,1,1,1,1,1004,1,5,,0,,,,2019-05-22,,2023-08-21 09:20:15,1,12,1,1,1051995,2,1989,0,2013,389097,298915,52.58794,-2.162356,School/College/University (in house),Education,Private Use,Private
0,0,4126933,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,8,,,18,0,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1004,1,3,6-lane/8-straight athletics track with external field areas,1,,,,,,2024-02-09 14:57:21,0,12,1,1,1008772,2,2013,0,,492600,166900,51.39359,-0.6704311,School/College/University (in house),Education,Private Use,Private
1,0,4127364,0,0,,,11,1,1,8,400.0,1,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,8,,,18,1,1,1,2013,0,,1,1,1,1,1,,1,1,0,0,1,1004,1,3,tues and thurs eve used by club,1,,,,,,2023-07-17 13:53:27,0,12,1,1,1009452,2,2004,0,,529623,160694,51.33057,-0.1408101,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,0,4135307,0,0,,,11,1,1,8,400.0,1,0,,0,0,0,0,,0,0,0,,0,0,0,115,0,8,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,,1,,,,,,2023-11-24 14:09:14,0,12,1,1,1059136,1,2014,0,,486766,187746,51.58191,-0.7491316,Community Organisation,Others,Pay and Play,Public Access
1,1,4135639,1,1,,,11,1,1,8,400.0,1,0,,1,0,1,1,,584,0,0,,0,0,585,110,1,10,,,18,1,1,0,,1,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,eight-lane 400m track,1,,,Everyone Active,,,2024-01-18 14:43:59,0,12,1,1,1059387,2,2015,0,,451173,516845,54.5443,-1.210502,Commercial Management,Commercial,Pay and Play,Public Access
1,1,4148306,1,1,,,11,1,1,8,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,110,1,10,,,18,1,1,0,,0,,1,1,1,1,1,"Parking: 10 disabled parking bays adjacent to the Sports Centre
Reception Desk: hearing induction loop available
Accessible changing rooms with toilet and shower in both wet and dry sides
",1,1,1,1,1,1004,1,3,New Athletics track,1,2015-01-01,,,,,2024-05-01 13:24:42,0,12,1,1,1008269,2,2014,0,,342245,407385,53.55991,-2.873369,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30000076,0,0,,,11,0,0,6,400.0,0,0,,0,0,0,0,,0,0,0,,0,0,0,100,0,4,,,11,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,7,100m straight track,1,,,,,2015-11-13 11:49:07,2024-02-16 14:07:59,0,12,1,1,6005604,2,2015,0,,499972,408019,53.5593,-0.4922168,School/College/University (in house),Education,Private Use,Private
0,0,30000243,0,0,,,,0,0,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,4,40.0,18,0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1006,1,3,,1,,,,,2015-11-26 14:43:42,2023-07-20 09:10:02,0,12,1,1,1008629,2,2000,0,,398083,290445,52.51191,-2.02967,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,1,30001379,1,1,,,11,1,1,8,400.0,1,1,,1,0,1,1,,5000,0,0,,0,0,5001,100,1,10,,,18,1,1,1,2020,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,"Also has indoor athletics track:
Oval - 200m 4 lanes
Straight - 60m 8 lanes
Re-opened on Active Places 25/01/2017
Validated site and said athletics track was operational. ",1,,,Greenwich Leisure Limited,,2016-02-11 16:47:25,2024-03-01 11:19:15,1,12,1,1,1041361,2,2002,0,2020,386652,398673,53.48462,-2.202608,Trust,Trust,Pay and Play,Public Access
1,1,30002186,1,1,,,11,1,1,8,400.0,1,1,,0,0,0,0,,0,0,0,,0,0,0,120,1,8,,,18,1,1,1,2015,0,,1,1,1,1,1,,1,1,1,1,1,1004,1,3,Indoor Sprint track 130m Straight.,1,,,,,2016-03-16 15:25:06,2024-05-30 08:56:43,1,12,1,1,1004828,2,1997,0,2015,377490,164432,51.37849,-2.324805,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,30002865,0,1,,,11,1,1,4,400.0,0,1,,0,0,0,1,,0,0,0,,0,0,0,100,0,4,,,19,0,0,0,,0,,1,1,1,1,0,,1,0,0,0,0,1004,1,3,,1,,,,,2016-04-21 11:15:50,2024-05-30 08:21:19,0,12,1,1,30002954,1,2000,1,,471323,380415,53.3159,-0.9308649,Community Organisation,Others,Sports Club / Community Association,Public Access
1,0,30002924,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,6,70.0,18,1,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,1006,1,3,,1,,,Black Prince Community Trust,,2016-04-22 14:29:01,2024-03-05 15:14:28,0,12,1,1,1015208,2,2012,0,,530964,178624,51.49141,-0.1149553,Trust,Trust,Sports Club / Community Association,Public Access
0,0,30002976,0,0,,,,0,1,,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,,,,,,0,1,0,,0,,1,0,1,1,1,,1,1,1,1,1,1007,1,3,,1,,,,,2016-04-25 15:58:13,2024-04-22 09:18:40,0,12,1,1,30002996,2,2016,0,,564085,194835,51.62841,0.3692864,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,1,30003188,1,1,,,11,1,1,6,400.0,1,1,,0,0,1,1,,100,0,0,,0,0,100,110,1,6,,,18,1,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,1004,1,3,Owned by Visions.,1,,,,,2016-05-03 14:40:17,2024-05-21 08:34:59,0,12,1,1,30003094,2,2000,1,,545084,186716,51.56068,0.09162457,Sport Club,Others,Pay and Play,Public Access
