Artificial Sports Lighting,Automatic Start Gate,Bike Wash,Black Trails,Blue Trails,Extreme Trails,Facility ID,Finish Straight Length,Finish Straight Width,Green Trails,Length of All Trails,Length of Black Trails,Length of Blue Trails,Length of Extreme Trails,Length of Green Trails,Length of Red Trails,Length of Straights,Degree of Banking at Middle of Bends,Degree of Banking at Middle of Straight,No of Persons Start Gate,Number of Straights,Number of Turns,Overall Width,Radius of Turns/Bends,Red Trails,Start Gate,Start Hill Elevation,Start Hill Width,Start Straight Length,Start Straight Width,Surface,Timing System,Total Length,Width of Turns/Bends,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
0,0,,,,,30012448,,,,,,,,,,,,,,,,5.0,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,140m,1,,,,,2017-08-15 14:09:12,2024-04-17 13:17:40,0,12,1,1,6001235,1,2016,1,,400212,322003,52.79561,-1.998286,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30012518,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,50.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-08-29 10:51:39,2024-03-07 14:33:34,1,12,1,1,1103236,1,2011,0,2016,534075,183199,51.53179,-0.06842491,Local Authority (in house),Local Authority,Pay and Play,Public Access
1,,,,,,30012712,100.0,10.0,,,,,,,,,,,,,,10.0,12.0,,,,,,,3,0,1000.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20007,20,3,,1,,,,,2017-09-08 11:17:17,2024-03-05 09:08:25,0,12,1,1,1005583,2,2017,0,,509154,432891,53.78093,-0.3449389,Trust,Trust,Pay and Play,Public Access
1,0,,,,,30012745,,,,,,,,,,,,,,,,1.5,,,0,,,,,16,,100.0,,0,0,,0,,1,1,1,1,1,,1,0,0,0,1,20004,20,3,Floodlights turn off after 21:00,1,,,,,2017-09-08 16:53:55,2023-08-08 16:46:31,1,12,1,1,6003927,1,2005,1,2017,452375,348196,53.02851,-1.220519,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30013309,,,,,,,,,,,,,,,,1.0,,,0,,,,,17,,100.0,,0,0,,0,,1,1,1,1,1,Wheelchair accessible all areas. 2 Accessible toilets. 2 reserved parking spaces on concrete. Sympathetic colour schemes for visual impairment. Lowered serving hatches. ,1,1,1,1,1,20004,20,3,,1,,,,,2017-10-06 12:02:26,2023-05-24 15:39:55,1,12,1,1,6017318,1,2012,0,2015,615388,314561,52.68592,1.185311,Trust,Trust,Free Public Access,Public Access
,,0,0,0,0,30013486,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,20005,20,3,,1,,,,,2017-10-27 15:12:20,2023-07-10 11:13:00,0,12,1,1,1041699,1,2000,1,,506650,197117,51.66273,-0.4594204,School/College/University (in house),Education,Private Use,Private
1,,,,,,30013695,100.0,6.0,,,,,,,,,,,,,,6.0,12.0,,,,,,,3,0,1000.0,,1,0,,0,,1,1,1,1,1,,1,1,0,1,1,20007,20,3,,1,2017-07-01,,,,2017-11-20 11:03:39,2023-05-30 12:09:07,0,12,1,1,1004069,2,2017,0,,455599,305237,52.64205,-1.179754,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,,,,,30013755,,,,,,,,,,,,,,,,6.0,,,0,,,,,16,,20.0,,1,0,,0,,1,0,0,1,1,,1,0,0,1,1,20004,20,3,,1,,,,,2017-11-27 12:57:07,2023-07-13 09:32:19,0,12,1,1,1040299,1,2000,1,,451583,464110,54.07037,-1.213254,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30013985,30.0,6.0,,,,,,,,,,,5,4,3,4.0,,,1,6.0,8.0,25.0,6.0,3,,200.0,4.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20003,20,3,,1,,,,,2018-01-02 12:10:35,2023-07-26 10:29:22,0,12,1,1,1045062,1,2015,0,,547461,191810,51.60583,0.1280273,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,0,,,,,30014011,,,,,,,,,,,,,,,,1.0,,,0,,,,,17,,25.0,,1,0,,0,,1,0,1,1,1,,1,1,1,1,1,20004,20,3,,1,2017-10-01,,,,2018-01-04 12:18:19,2024-01-19 12:23:22,0,12,1,1,6002186,1,2017,0,,368820,147260,51.22367,-2.447871,Community Organisation,Others,Sports Club / Community Association,Public Access
1,,,,,,30014017,,,,,,,,,,50.0,10.0,10.0,,,,7.0,20.0,,,,,,,3,0,250.0,,1,0,,1,,1,1,1,1,1,,1,1,1,1,1,20002,20,3,,1,,,Everyone Active,,2018-01-05 11:20:48,2024-01-18 14:44:05,0,12,1,1,1059387,2,2015,1,,451173,516845,54.5443,-1.210502,Commercial Management,Commercial,Pay and Play,Public Access
0,0,,,,,30014279,,,,,,,,,,,,,,,,5.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,1,1,,1,1,1,0,1,20004,20,3,,1,,,,,2018-01-25 12:55:07,2023-08-15 10:46:33,0,12,1,1,30005275,1,2000,1,,288394,84743,50.65163,-3.580096,Other,Others,Free Public Access,Public Access
0,0,,,,,30014466,,,,,,,,,,,,,,,,3.0,,,0,,,,,16,,60.0,,0,0,,0,,1,0,0,1,1,,0,0,1,1,0,20004,20,3,,1,,,,,2018-01-31 14:02:16,2023-08-15 09:18:24,0,12,1,1,30007123,1,2013,0,,335921,407633,53.5614,-2.968872,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,,,,,,30014550,50.0,6.0,,,,,,,,,,,,,,5.0,16.0,,,,,,,3,0,1600.0,,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,20007,20,3,,1,,,,,2018-02-05 16:08:04,2023-09-13 11:59:55,0,12,1,1,30011022,1,2017,0,,427165,438608,53.84303,-1.588622,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,,,,,30015032,,,,,,,,,,,,,,,,4.0,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2018-03-20 09:31:29,2023-08-23 14:27:01,0,12,1,1,1202844,1,2011,0,,543393,182587,51.524,0.06556235,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,,,,,,30015171,10.0,6.0,,,,,,,,,,,,,,6.0,12.0,,,,,,,3,0,1000.0,,1,0,,0,,0,0,0,0,1,,1,0,0,0,0,20007,20,3,,1,,,,,2018-04-06 09:36:08,2023-07-19 12:36:52,0,12,1,1,6001330,1,2017,0,,342654,554326,54.88039,-2.895325,Trust,Trust,Free Public Access,Public Access
0,0,,,,,30015358,,,,,,,,,,,,,,,,5.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2018-04-20 10:45:07,2023-06-19 18:57:08,0,12,1,1,1039996,1,2018,0,,398513,312431,52.70956,-2.02344,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30015436,,,,,,,,,,,,,,,,5.0,,,0,,,,,3,,100.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20004,20,3,,1,,,,,2018-05-02 12:59:10,2024-01-23 12:42:46,0,12,1,1,6002182,1,2018,0,,369111,149371,51.24267,-2.443882,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30015464,,,,,,,,,,,,,,,,5.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2018-05-08 09:48:58,2023-10-23 12:12:37,0,12,1,1,30003316,1,2015,0,,381268,213661,51.82127,-2.273172,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30015644,,,,,,,,,,,,,,,,6.0,,,0,,,,,3,,100.0,,0,0,,0,,1,1,1,1,1,,1,1,1,0,0,20004,20,3,,1,,,,,2018-05-24 10:51:34,2024-01-19 11:15:34,0,12,1,1,1101011,1,2009,0,,339508,364763,53.17653,-2.906518,Trust,Trust,Free Public Access,Public Access
0,0,,,,,30015684,,,,,,,,,,,,,,,,3.0,,,0,,,,,9,,40.0,,0,0,,0,,1,0,1,1,1,,1,0,0,0,1,20004,20,3,(Macadam berms),1,,,,,2018-05-30 13:26:57,2023-11-07 10:05:41,0,12,1,1,6008912,1,2010,1,,438028,336545,52.925,-1.435786,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,0,,,,,30015713,,,,,,,,,,,,,,,,1.0,,,0,,,,,17,,40.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20004,20,3,,1,,,,,2018-06-08 11:21:36,2024-04-17 08:51:11,0,12,1,1,30005273,1,2015,0,,580046,186914,51.55239,0.5955872,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,,,,,,30015919,60.0,4.5,,,,,,,,,,,,,,4.0,16.0,,,,,,,3,0,500.0,,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,20007,20,3,,1,,,,,2018-07-20 13:59:42,2023-06-20 12:36:32,0,12,1,1,1200658,1,2009,0,,538830,191869,51.60855,0.003495447,School/College/University (in house),Education,Private Use,Private
0,,,,,,30015920,100.0,4.0,,,,,,,,,,,,,,4.0,15.0,,,,,,,3,0,1000.0,,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,20007,20,3,,1,,,,,2018-07-20 14:07:30,2024-03-05 13:46:02,0,12,1,1,1044110,1,2014,1,,432028,389167,53.39838,-1.519789,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,,,,,,30015921,100.0,6.0,,,,,,,,,,,,,,6.0,12.0,,,,,,,3,0,1000.0,,1,0,,0,,1,0,1,1,1,,1,1,0,0,1,20007,20,3,,1,,,,,2018-07-20 14:11:31,2024-06-27 14:10:25,0,12,1,1,1200399,2,2016,0,,434241,418394,53.66094,-1.483318,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,,,,,,30015922,100.0,5.0,,,,,,,,,,,,,,5.0,16.0,,,,,,,3,0,3000.0,,1,0,,0,,1,0,0,0,0,,1,0,0,0,1,20007,20,3,,1,,,,,2018-07-20 14:24:54,2023-10-03 10:51:30,0,12,1,1,30005326,1,2005,0,,635271,153990,51.23656,1.369028,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,0,,,,,30015930,,,,,,,,,,,,,,,,1.5,,,0,,,,,17,,100.0,,1,0,,0,,1,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2018-07-24 09:10:16,2023-10-23 14:54:28,0,12,1,1,6015704,1,2008,0,,611599,301483,52.57002,1.120973,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,0,,,,,30016012,,,,,,,,,,,,,,,,2.0,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,1,0,0,0,1,20004,20,3,,1,,,,,2018-08-13 11:26:00,2024-05-14 10:30:05,0,12,1,1,30005077,1,2010,1,,581131,285162,52.43444,0.6630815,Trust,Trust,Pay and Play,Public Access
0,0,,,,,30016312,,,,,,,,,,,,,,,,2.0,,,0,,,,,3,,73.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2018-09-19 11:15:14,2023-12-12 11:28:39,1,12,1,1,30006702,1,2000,1,2016,384642,283855,52.45245,-2.227414,Sport Club,Others,Registered Membership use,Public Access
0,,,,,,30016873,,,,,,,,,,50.0,10.0,1.0,,,,7.0,20.0,,,,,,,3,0,500.0,,0,0,,0,,1,1,1,0,1,,0,0,0,1,1,20002,20,3,"579 length
6 width",1,,,,,2018-11-06 11:27:50,2023-09-20 14:43:50,0,12,1,1,20001920,1,1877,0,,530807,105864,50.83752,-0.1436549,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,0,,,,,30016893,10.0,6.0,,,,,,,,,,,7,2,1,4.0,,,0,8.0,8.0,10.0,6.0,3,,394.0,4.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20003,20,3,,1,,,,,2018-11-08 11:13:05,2024-01-03 13:42:26,0,12,1,1,1044669,2,2012,0,,368734,307385,52.66329,-2.46371,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,0,,,,,30016894,10.0,6.0,,,,,,,,,,,1,2,1,4.0,,,0,1.5,8.0,10.0,6.0,3,,200.0,4.0,0,0,,0,,1,1,1,1,1,Lift on site.,1,1,1,1,1,20003,20,3,,1,,,Everyone Active,,2018-11-08 11:22:38,2023-12-12 09:58:36,0,12,1,1,1005945,2,2014,0,,451511,297778,52.57541,-1.241311,Commercial Management,Commercial,Pay and Play,Public Access
0,,,,,,30016895,10.0,4.0,,,,,,,,,,,,,,5.0,12.0,,,,,,,3,0,1100.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20007,20,3,Non dedicated.,1,,,,,2018-11-08 11:45:00,2024-05-20 12:27:54,2,12,1,1,1002141,2,2012,0,,534454,170658,51.419,-0.06774256,Trust,Trust,Sports Club / Community Association,Public Access
0,0,,,,,30016898,42.0,6.0,,,,,,,,,,,8,4,3,4.0,,,0,1.5,8.0,58.0,7.7,3,,300.0,5.2,2,2,,0,,1,1,1,1,1,8 Disabled Parking Bays,1,1,0,1,1,20003,20,3,,1,,,,,2018-11-08 16:21:49,2024-04-25 06:57:23,1,12,1,1,30007876,2,1975,1,2012,374052,162835,51.36398,-2.374089,Sport Club,Others,Sports Club / Community Association,Public Access
1,0,,,,,30016917,55.0,7.0,,,,,,,,,,,8,4,3,6.0,,,1,3.0,9.0,62.0,7.0,15,,380.0,4.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20003,20,3,Partially floodlit. Width of bends varies.,1,,,,,2018-11-09 15:01:06,2023-08-29 09:47:55,1,12,1,1,6015842,1,2001,1,2011,246084,126053,51.01321,-4.195554,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30016953,53.5,6.0,,,,,,,,,,,8,4,3,6.0,,,1,1.5,8.5,54.8,8.5,17,,340.0,5.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,Track managed by Merton Saints BMX Club,1,,,,,2018-11-14 14:30:06,2024-04-03 13:46:05,0,12,1,1,30009752,1,2012,0,,528768,169337,51.40845,-0.1499453,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30016995,,,,,,,,,,,,,,,,5.0,,,0,,,,,9,,100.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20004,20,3,,1,,,,,2018-11-16 15:31:26,2023-11-13 13:52:30,0,12,1,1,30005811,1,2008,1,,395522,350633,53.05295,-2.068254,School/College/University (in house),Education,Private Use,Private
0,0,,,,,30017168,,,,,,,,,,,,,,,,2.0,,,0,,,,,17,,100.0,,1,0,,0,,1,0,0,1,1,,1,0,0,1,0,20004,20,3,,1,,,,,2018-12-05 16:44:22,2024-01-24 15:07:15,0,12,1,1,1041510,1,2015,0,,437917,382617,53.33912,-1.432009,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30017650,,,,,,,,,,,,,,,,6.0,,,0,,,,,3,,100.0,,0,0,,0,,1,0,1,1,1,Don't have hoists. Wide door & access ramps,1,1,1,1,0,20004,20,4,,1,,,,,2019-02-04 14:52:33,2023-11-22 08:27:52,0,12,1,1,1003955,1,2017,0,,465135,104495,50.83632,-1.076373,Community Organisation,Others,Free Public Access,Public Access
0,0,,,,,30017827,,,,,,,,,,,,,,,,2.0,,,0,,,,,9,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,2019-02-10,,,,2019-02-18 15:19:57,2023-09-05 11:29:09,0,12,1,1,30008143,2,2018,0,,515263,130155,51.05917,-0.3566235,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,0,0,1,0,30017871,,,1,6.0,0.0,3.0,0.0,3.0,0.0,,,,,,,,,0,,,,,,,,,,1,0,,0,,1,1,1,1,1,Lift,1,1,1,0,1,20005,20,3,,1,,,,,2019-02-25 15:56:28,2023-07-18 14:45:25,0,12,1,1,1008304,1,2018,1,,384027,194974,51.65333,-2.232279,Commercial Management,Commercial,Pay and Play,Public Access
0,,,,,,30018568,100.0,6.0,,,,,,,,,,,,,,6.0,12.0,,,,,,,3,0,1000.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20007,20,3,,1,,,Doncaster Culture And Leisure Trust,,2019-05-15 12:46:33,2023-10-09 16:01:51,0,12,1,1,1004742,2,2019,0,,459813,402465,53.51549,-1.099438,Trust,Trust,Pay and Play,Public Access
0,0,,,,,30018905,30.0,8.0,,,,,,,,,,,8,5,6,5.0,,,1,5.0,8.0,42.0,8.0,16,,375.0,5.0,0,0,,0,,0,0,1,1,1,,0,1,1,1,0,20003,20,3,There are 5 straights,1,,,,,2019-07-01 16:00:03,2024-01-03 12:32:59,0,12,1,1,30005288,1,2008,1,,619959,166185,51.35215,1.157547,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,0,,,,,30018906,,,,,,,,,,,,,,,,5.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,1,1,1,,0,1,1,1,0,20004,20,3,,1,,,,,2019-07-01 16:00:10,2024-01-03 12:33:01,0,12,1,1,30005288,1,2019,0,,619959,166185,51.35215,1.157547,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,0,,,,,30018954,,,,,,,,,,,,,,,,5.0,,,0,,,,,3,,45.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20004,20,3,,1,,,,,2019-07-09 10:43:12,2023-11-29 13:39:38,0,12,1,1,1068608,2,2015,0,,456762,301847,52.61146,-1.163148,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,0,,,,,30019143,,,,,,,,,,,,,,,,2.0,,,0,,,,,9,,75.0,,1,0,,0,,1,1,1,1,1,,1,0,1,0,1,20004,20,3,,1,,,,,2019-07-31 14:48:56,2023-12-12 13:44:57,0,12,1,1,1039241,1,2013,0,,478879,250460,52.14682,-0.8486465,Community Organisation,Others,Free Public Access,Public Access
0,0,,,,,30019255,,,,,,,,,,,,,,,,3.0,,,0,,,,,9,,100.0,,2,2,,0,,1,0,0,0,0,,1,0,0,0,0,20004,20,3,,1,,,,,2019-08-19 14:28:04,2024-03-11 10:51:32,0,12,1,1,30008428,1,2018,0,,429212,428492,53.752,-1.558476,Community Organisation,Others,Free Public Access,Public Access
0,0,,,,,30019256,61.0,7.0,,,,,,,,,,,8,4,4,5.0,,,1,5.0,8.0,61.0,6.0,17,,330.0,5.0,2,2,,0,,1,0,0,0,0,,1,0,0,0,0,20003,20,3,,1,,,,,2019-08-19 14:28:05,2024-03-11 10:51:33,0,12,1,1,30008428,1,2018,0,,429212,428492,53.752,-1.558476,Community Organisation,Others,Free Public Access,Public Access
,,0,0,0,0,30019257,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,2,2,,0,,1,0,0,0,0,,1,0,0,0,0,20005,20,3,,1,,,,,2019-08-19 14:28:05,2024-03-11 10:51:34,0,12,1,1,30008428,1,2018,0,,429212,428492,53.752,-1.558476,Community Organisation,Others,Free Public Access,Public Access
0,0,,,,,30019652,,,,,,,,,,,,,,,,1.0,,,0,,,,,3,,50.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20004,20,3,,1,,,,,2019-10-04 10:35:44,2023-09-19 12:49:33,0,12,1,1,1011426,1,2019,0,,207912,53934,50.35389,-4.701655,Trust,Trust,Sports Club / Community Association,Public Access
0,0,,,,,30019805,,,,,,,,,,,,,,,,2.0,,,0,,,,,3,,100.0,,0,0,,0,,1,1,1,1,1,Defibrillator on site.,1,1,1,1,1,20004,20,3,,1,,,,,2019-10-17 15:56:03,2023-12-12 11:31:45,0,12,1,1,1040029,1,2016,1,,313694,113712,50.91639,-3.229119,Community Organisation,Others,Free Public Access,Public Access
0,0,,,,,30020004,,,,,,,,,,,,,,,,1.0,,,0,,,,,3,,100.0,,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20004,20,3,215m long,1,,,,,2019-11-04 13:28:50,2024-02-20 08:08:49,0,12,1,1,1206550,1,2005,0,,625181,308945,52.63154,1.32611,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,,,,,,30020047,,,,,,,,,,,2.0,1.0,,,,6.0,,,,,,,,12,,80.0,,1,0,,0,,1,0,1,1,1,,1,1,0,0,1,20006,20,3,Grit surface,1,,,,,2019-11-06 12:24:36,2024-05-17 14:48:06,0,12,1,1,1206534,1,1970,1,,615180,304739,52.59785,1.175846,Community Organisation,Others,Sports Club / Community Association,Public Access
0,0,,,,,30020097,,,,,,,,,,,,,,,,1.5,,,0,,,,,3,,91.0,,1,0,,0,,1,0,0,0,1,,0,0,0,0,0,20004,20,3,,1,,,,,2019-11-12 11:24:52,2024-03-05 09:47:43,0,12,1,1,6002045,1,2011,0,,428661,516634,54.54417,-1.55849,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30020148,,,,,,,,,,,,,,,,2.0,,,0,,,,,3,,100.0,,1,0,,0,,1,0,1,1,1,,1,1,0,0,1,20004,20,3,,1,,,,,2019-11-15 14:17:19,2024-03-07 14:26:07,0,12,1,1,1044203,2,2011,1,,415176,427370,53.74251,-1.771387,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,,,,,,30020519,,,,,,,,,,100.0,10.0,10.0,,,,7.0,30.0,,,,,,,3,0,400.0,,1,0,,0,,0,0,0,0,1,Defibrillator on site,0,0,0,0,0,20002,20,3,,1,,,,,2020-01-06 16:54:42,2024-04-26 14:14:34,0,12,1,1,30006555,1,1980,1,,422611,255910,52.20098,-1.670567,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30020520,,,,,,,,,,,,,,,,2.0,,,0,,,,,17,,100.0,,1,0,,0,,0,0,0,0,1,Defibrillator on site,0,0,0,0,0,20004,20,3,,1,,,,,2020-01-06 16:54:43,2024-04-26 14:14:34,0,12,1,1,30006555,1,2000,1,,422611,255910,52.20098,-1.670567,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30020553,,,,,,,,,,,,,,,,2.0,,,0,,,,,3,,50.0,,2,2,,0,,1,0,0,0,1,,0,0,0,1,0,20004,20,3,,1,,,,,2020-01-09 10:22:39,2024-02-21 09:54:31,0,12,1,1,6016113,1,2018,0,,345832,351053,53.05399,-2.809584,Community Organisation,Others,Free Public Access,Public Access
0,0,,,,,30020898,,,,,,,,,,,,,,,,4.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2020-02-05 10:07:22,2024-06-27 11:20:38,0,12,1,1,30008677,1,2018,0,,578757,168465,51.38708,0.5676973,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,,,,,30021758,,,,,,,,,,100.0,45.0,12.0,,,,9.0,40.0,,,,,,,13,0,250.0,,1,0,,1,,1,1,1,1,1,,1,1,1,1,1,20001,20,3,,1,,,,,2020-04-22 12:58:46,2024-05-16 07:01:20,0,12,1,1,1044896,2,2015,0,,437315,335179,52.91277,-1.446536,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,0,,,,,30022403,,,,,,,,,,,,,,,,2.0,,,0,,,,,9,,100.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20004,20,3,,1,,,,,2020-06-12 16:39:50,2023-10-25 11:26:53,0,12,1,1,1005052,1,2018,1,,397856,451749,53.96183,-2.034169,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30022513,,,,,,,,,,,,,,,,3.0,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2020-07-01 15:46:00,2023-10-18 14:01:48,0,12,1,1,6007178,1,1995,1,,292119,66930,50.49221,-3.522241,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30023934,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,60.0,,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-01-08 12:54:51,2023-10-26 09:28:27,0,12,1,1,1206701,1,2020,0,,544727,100518,50.78617,0.05179794,Local Authority (in house),Local Authority,Free Public Access,Public Access
1,,,,,,30023954,80.0,7.0,,,,,,,,,,,,,,7.0,16.0,,,,,,,3,0,1600.0,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20007,20,3,,1,,,,,2021-01-11 16:29:06,2024-05-30 12:20:44,0,12,1,1,30009442,2,2020,0,,599742,229326,51.92661,0.9036341,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,,,,,,30024441,,,,,,,,,,75.0,10.0,1.0,,,,8.0,30.0,,,,,,,3,0,400.0,,1,0,,0,,1,1,1,1,1,,1,0,1,1,1,20002,20,3,,1,,,,,2021-02-11 12:52:48,2024-04-10 09:50:49,1,12,1,1,6003941,1,1909,0,2004,456193,361895,53.15126,-1.161208,Community Organisation,Others,Sports Club / Community Association,Public Access
0,0,,,,,30025275,,,,,,,,,,,,,,,,3.0,,,0,,,,,9,,100.0,,0,0,,0,,1,0,1,1,1,,0,1,0,0,0,20004,20,3,,1,,,,,2021-04-19 19:17:54,2023-12-13 14:08:28,0,12,1,1,1042108,1,2013,0,,525672,173739,51.4487,-0.1928784,Commercial Management,Commercial,Free Public Access,Public Access
0,0,,,,,30025353,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,20004,20,3,,1,,,,,2021-05-05 15:40:32,2023-09-08 12:05:25,0,12,1,1,30009594,1,2018,0,,389801,300348,52.60084,-2.152012,School/College/University (in house),Education,Private Use,Private
0,0,,,,,30026035,,,,,,,,,,,,,,,,4.0,,,0,,,,,9,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,True length = 175m,1,,,,,2021-08-05 18:40:52,2024-01-11 13:20:05,0,12,1,1,6020164,1,2012,0,,446350,298091,52.57869,-1.317422,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,0,0,1,0,30026048,,,0,7.24,0.0,7.242,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2021-08-09 17:09:13,2023-10-27 12:20:10,0,12,1,1,30009731,1,1960,1,,458464,515221,54.52892,-1.098146,Other,Others,Free Public Access,Public Access
0,0,,,,,30026050,,,,,,,,,,,,,,,,3.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 11:53:03,2023-09-18 10:55:58,0,12,1,1,30009732,1,2020,0,,287303,79500,50.60429,-3.593921,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30026051,,,,,,,,,,,,,,,,2.5,,,0,,,,,3,,100.0,,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2021-08-10 11:59:04,2023-08-29 11:49:19,0,12,1,1,6011483,1,2019,0,,363998,175268,51.47522,-2.519761,Local Authority (in house),Local Authority,Free Public Access,Public Access
