Artificial Sports Lighting,Automatic Start Gate,Bike Wash,Black Trails,Blue Trails,Extreme Trails,Facility ID,Finish Straight Length,Finish Straight Width,Green Trails,Length of All Trails,Length of Black Trails,Length of Blue Trails,Length of Extreme Trails,Length of Green Trails,Length of Red Trails,Length of Straights,Degree of Banking at Middle of Bends,Degree of Banking at Middle of Straight,No of Persons Start Gate,Number of Straights,Number of Turns,Overall Width,Radius of Turns/Bends,Red Trails,Start Gate,Start Hill Elevation,Start Hill Width,Start Straight Length,Start Straight Width,Surface,Timing System,Total Length,Width of Turns/Bends,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
1,,,,,,30009415,,,,,,,,,,100.0,45.0,12.0,,,,7.0,20.0,,,,,,,3,0,402.0,,1,0,,0,,0,0,0,0,0,,1,0,0,0,1,20002,20,3,,1,,,,,2017-02-20 16:34:18,2024-05-30 11:56:31,1,12,1,1,30005043,1,1949,0,2015,397451,282932,52.44436,-2.038922,Sport Club,Others,Sports Club / Community Association,Public Access
,,1,0,1,0,30009474,,,1,52.0,0.0,28.0,0.0,8.0,16.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,1,0,0,0,1,20005,20,3,There are 8 mountain bikes pits along the red graded trail.,1,,,,,2017-02-21 15:09:33,2024-05-14 10:30:04,0,12,1,1,30005077,1,2010,1,,581131,285162,52.43444,0.6630815,Trust,Trust,Free Public Access,Public Access
,,,,,,30009657,,,,,,,,,,50.0,45.0,12.0,,,,5.0,20.0,,,,,,,13,0,150.0,,1,1,2014,0,,1,1,1,1,1,,1,1,1,0,1,20001,20,3,,1,,,,,2017-02-23 10:08:22,2023-10-10 16:05:40,1,12,1,1,1003924,2,1960,0,1997,448832,102395,50.81905,-1.308152,Local Authority (in house),Local Authority,Pay and Play,Public Access
1,,,,,,30009696,,,,,,,,,,,7.0,3.0,,,,6.0,,,,,,,,12,,90.0,,1,0,,0,,1,0,1,1,1,,0,0,1,1,1,20006,20,3,,1,,,,,2017-02-23 14:01:54,2023-08-01 14:55:54,1,12,1,1,1040934,1,2000,1,2016,368791,401150,53.50612,-2.472017,Sport Club,Others,Pay and Play,Public Access
,,0,0,1,0,30009718,,,1,15.65,0.0,8.85,0.0,4.4,2.4,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,1,1,,0,1,0,0,1,20005,20,3,,1,,,,,2017-02-23 14:59:17,2023-09-28 12:04:25,0,12,1,1,30005224,1,2011,1,,432900,315534,52.73647,-1.514165,Trust,Trust,Pay and Play,Public Access
,,1,0,1,0,30009729,,,1,24.0,0.0,10.0,0.0,1.0,13.0,,,,,,,,,1,,,,,,,,,,1,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,24000 - Is the correct length of track.,1,,,,,2017-02-23 15:53:54,2024-05-09 12:29:15,0,12,1,1,30005231,2,1999,1,,487669,166097,51.38716,-0.7414839,Sport Club,Others,Pay and Play,Public Access
0,0,,,,,30009742,,,,,,,,,,,,,,,,6.0,,,0,,,,,17,,60.0,,1,0,,0,,1,1,1,1,1,,1,1,0,0,1,20004,20,3,,1,,,,,2017-02-23 16:45:28,2024-06-12 09:53:14,0,12,1,1,1203675,2,2017,0,,499207,207052,51.75339,-0.5641684,School/College/University (in house),Education,Sports Club / Community Association,Public Access
0,1,,,,,30009746,18.0,6.0,,,,,,,,,,,8,4,6,4.6,,,1,5.0,8.0,40.0,9.0,9,,360.0,5.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 09:37:22,2024-02-15 11:49:38,1,12,1,1,30005245,1,2005,0,2018,458707,99950,50.79615,-1.168372,Sport Club,Others,Sports Club / Community Association,Public Access
,,0,0,0,0,30009747,,,1,25.7,0.0,0.0,0.0,25.7,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,1,1,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-24 09:47:37,2023-12-06 16:43:06,0,12,1,1,30005246,2,2000,1,,635318,248440,52.08428,1.43324,Other,Others,Free Public Access,Public Access
0,0,,,,,30009748,30.0,6.0,,,,,,,,,,,8,4,3,5.0,,,0,1.5,8.0,47.0,7.0,9,,400.0,4.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 09:47:46,2023-04-11 08:16:53,1,12,1,1,30005247,1,2004,0,2009,363448,365231,53.18293,-2.548399,Local Authority (in house),Local Authority,Free Public Access,Public Access
1,0,,,,,30009749,41.0,6.0,,,,,,,,,,,8,4,3,6.0,,,1,10.0,8.0,50.0,8.0,9,,300.0,7.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,"2nd, 3rd, 4th straights refurbished for a more technical track. Drainage installed along straights. Sqorz timing installed (Electronic)",1,,,,,2017-02-24 09:58:31,2024-02-12 14:11:21,1,12,1,1,30005248,1,1984,0,2018,292985,89960,50.6994,-3.516685,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30009751,55.0,6.0,,,,,,,,,,,8,4,4,6.0,,,1,10.0,8.0,62.0,7.0,9,,340.0,6.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 10:08:27,2024-01-11 12:29:32,1,12,1,1,30005250,1,1990,1,2018,172928,46646,50.276,-5.188306,Sport Club,Others,Sports Club / Community Association,Public Access
1,1,,,,,30009752,46.0,6.0,,,,,,,,,,,8,4,3,5.0,,,1,5.0,10.0,59.0,9.0,3,,300.0,5.0,0,0,,0,,0,0,0,1,1,,0,0,0,1,0,20003,20,3,,1,,,,,2017-02-24 10:12:46,2024-04-15 11:20:32,1,12,1,1,30005251,2,2000,1,2009,369260,355601,53.09674,-2.460506,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,0,,,,,30009753,64.0,6.0,,,,,,,,,,,8,4,3,6.0,,,0,7.0,8.5,75.0,7.0,17,,350.0,7.0,0,0,,0,,1,0,0,1,1,,0,1,0,1,0,20003,20,3,Mix of macadam and mendip surface,1,,,,,2017-02-24 10:39:17,2024-04-15 11:35:59,1,12,1,1,30005252,1,1999,0,2012,434138,146886,51.22016,-1.51255,Sport Club,Others,Free Public Access,Public Access
0,0,,,,,30009755,34.0,6.0,,,,,,,,,,,8,4,3,6.0,,,1,2.0,10.0,39.0,10.0,17,,400.0,5.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20003,20,3,,1,,,,,2017-02-24 10:47:43,2023-11-21 11:34:58,0,12,1,1,30005253,2,2000,1,,405997,517603,54.55365,-1.908802,School/College/University (in house),Education,Pay and Play,Public Access
0,0,,,,,30009756,30.0,6.0,,,,,,,,,,,8,4,3,4.0,,,0,5.0,8.0,30.0,8.0,9,,200.0,7.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 10:49:23,2023-10-27 12:42:20,0,12,1,1,30005254,1,1984,0,,353368,177740,51.49667,-2.673129,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009757,39.0,6.0,,,,,,,,,,,8,4,4,6.0,,,1,5.0,8.0,47.0,6.5,9,,300.0,5.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 11:06:32,2024-06-26 08:40:45,1,12,1,1,30005255,1,1999,1,2012,360067,182179,51.53709,-2.577133,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30009758,,,,,,,,,,,,,,,,2.0,,,0,,,,,17,,100.0,,0,0,,0,,1,0,1,1,1,,0,1,1,1,1,20004,20,3,,1,,,,,2017-02-24 11:07:46,2023-08-16 15:19:56,0,12,1,1,6018320,1,2012,0,,418645,302177,52.61707,-1.726028,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009759,53.0,6.0,,,,,,,,,,,4,4,3,5.0,,,0,10.0,8.0,10.0,7.0,16,,280.0,8.0,0,0,,0,,0,0,0,1,1,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 11:11:09,2024-06-25 08:22:01,1,12,1,1,30005256,1,2004,1,2009,513978,310473,52.68,-0.3154776,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
,,0,1,1,0,30009760,,,1,16.1,0.661,3.8890000000000002,0.0,2.0,9.553,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-24 11:30:54,2024-02-22 13:14:30,0,12,1,1,30005257,1,2000,1,,493370,234393,52.00015,-0.6413027,Other,Others,Registered Membership use,Public Access
0,0,,,,,30009762,50.0,6.0,,,,,,,,,,,4,4,3,5.0,,,0,4.0,8.0,45.0,6.0,9,,250.0,5.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 11:41:43,2023-11-22 11:48:41,0,12,1,1,30005259,1,2000,1,,422968,301930,52.61469,-1.662196,Local Authority (in house),Local Authority,Free Public Access,Public Access
1,,,,,,30009763,,,,,,,,,,50.0,26.0,7.0,,,,7.0,20.0,,,,,,,3,1,450.0,,1,1,2017,0,,1,1,1,1,1,,1,1,1,1,1,20002,20,3,,1,,,,,2017-02-24 11:45:42,2023-08-30 13:05:06,1,12,1,1,30005260,2,1891,0,2011,532781,174202,51.45124,-0.09046051,Trust,Trust,Sports Club / Community Association,Public Access
,,0,0,0,0,30009764,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-24 11:45:57,2024-01-19 14:19:02,0,12,1,1,30005261,1,1990,1,,467214,136136,51.12057,-1.041,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,0,0,0,0,30009765,,,1,4.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,1,1,1,1,1,fleet of 30 + adapted cycles to allow all abilities to explore the nature reserve on our specially designed tarmac cycle trails,1,1,1,1,1,20005,20,3,Tarmac perimeter now 100% complete. Refurbished café facilities.,1,,,,,2017-02-24 12:06:20,2023-07-18 15:59:33,1,12,1,1,30005262,2,2004,0,2019,330532,553842,54.8745,-3.084115,Other,Others,Free Public Access,Public Access
0,,,,,,30009766,,,,,,,,,,50.0,33.0,5.5,,,,7.0,25.0,,,,,,,3,0,250.0,,1,0,,0,,0,0,0,1,1,,0,0,0,0,0,20002,20,3,,1,,,,,2017-02-24 12:07:25,2024-02-21 12:27:08,0,12,1,1,30005263,1,2011,0,,407612,94144,50.74684,-1.893458,Sport Club,Others,Sports Club / Community Association,Public Access
,,0,0,1,0,30009767,,,0,3.65,0.0,1.695,0.0,0.0,1.952,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-24 12:12:14,2024-02-16 13:13:01,0,12,1,1,30005264,1,2005,1,,387244,399028,53.48783,-2.193706,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009768,40.0,6.5,,,,,,,,,,,8,4,3,6.0,,,1,8.0,8.5,45.0,9.0,17,,330.0,6.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 12:14:45,2024-01-10 14:06:21,1,12,1,1,30005265,1,1984,0,2017,575275,225083,51.89674,0.546048,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30009769,58.0,6.0,,,,,,,,,,,8,4,3,5.0,,,1,8.0,9.0,50.0,8.0,17,,300.0,5.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 12:28:59,2024-04-17 12:13:44,1,12,1,1,30005266,1,1982,0,2018,453410,345010,52.99977,-1.205614,Sport Club,Others,Sports Club / Community Association,Public Access
,,0,0,1,0,30009770,,,1,28.0,0.0,9.5,0.0,0.5,18.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-24 12:29:10,2024-01-08 11:17:35,0,12,1,1,30005267,1,2005,1,,374589,455985,53.99928,-2.389132,Other,Others,Free Public Access,Public Access
,,0,0,0,0,30009772,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-24 12:41:44,2023-07-14 15:38:39,1,12,1,1,30005269,1,2016,0,2018,179077,30672,50.13488,-5.092855,Other,Others,Sports Club / Community Association,Public Access
0,0,,,,,30009773,40.0,6.0,,,,,,,,,,,8,4,3,5.0,,,1,7.0,10.0,44.0,9.0,17,,300.0,5.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 12:46:33,2024-02-19 09:23:20,1,12,1,1,30005270,1,2000,1,2010,435339,290974,52.51553,-1.480661,Sport Club,Others,Sports Club / Community Association,Public Access
,,0,0,1,0,30009775,,,0,11.8,0.0,9.5,0.0,0.0,2.3,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,1,0,1,1,,1,1,0,0,1,20005,20,3,"1 Blue Trail - 12km
2 Red Trails - 800m & 1500m",1,,,,,2017-02-24 12:50:20,2024-03-05 14:39:11,0,12,1,1,30005272,1,2000,1,,210015,66756,50.46976,-4.678616,Other,Others,Free Public Access,Public Access
,,0,1,0,1,30009777,,,0,5.3,1.1,1.8,0.8,0.0,1.6,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-24 12:58:04,2024-02-19 13:44:21,0,12,1,1,30005274,1,2000,1,,245851,69627,50.50608,-4.175231,Other,Others,Free Public Access,Public Access
0,0,,,,,30013099,,,,,,,,,,,,,,,,3.0,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-09-22 14:33:41,2024-02-15 11:44:14,0,12,1,1,30006707,1,2009,0,,512544,171551,51.4318,-0.3824093,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,1,1,1,0,30009778,,,1,19.37,0.9700000000000001,6.4,0.0,2.4,9.6,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,1,1,,1,1,1,0,1,20005,20,3,,1,,,,,2017-02-24 13:10:27,2023-08-15 10:46:32,0,12,1,1,30005275,1,2000,1,,288394,84743,50.65163,-3.580096,Other,Others,Pay and Play,Public Access
,,0,1,1,0,30009779,,,0,23.96,4.5,5.1,0.0,0.0,14.36,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,1,1,,0,1,0,1,0,20005,20,3,23.96km distance in total,1,,,,,2017-02-24 13:19:27,2023-10-24 09:14:59,0,12,1,1,30005276,1,2000,1,,334831,277703,52.39346,-2.959111,Other,Others,Free Public Access,Public Access
,,0,0,1,0,30009780,,,1,5.93,0.0,0.404,0.0,5.529,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-24 13:24:12,2023-09-12 12:07:36,0,12,1,1,30005277,1,2009,1,,491394,228420,51.94679,-0.6716751,Other,Others,Registered Membership use,Public Access
1,1,,,,,30009781,40.0,6.0,,,,,,,,,,,8,4,4,5.5,,,1,5.0,9.0,60.0,8.0,17,,400.0,6.0,0,0,,0,,0,0,0,0,1,,1,0,0,1,0,20003,20,3,,1,,,Royston Rockets BMX Racing Club,,2017-02-24 13:29:03,2024-06-07 12:04:52,1,12,1,1,30005278,1,1985,1,2017,535722,241937,52.05921,-0.02172543,Sport Club,Others,Sports Club / Community Association,Public Access
0,,,,,,30009788,,,,,,,,,,,1.0,1.0,,,,4.5,,,,,,,,12,,77.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20006,20,3,,1,,,,,2017-02-24 14:06:27,2024-05-07 14:15:59,0,12,1,1,30005282,1,2000,1,,431315,278555,52.40413,-1.541109,Sport Club,Others,Sports Club / Community Association,Public Access
,,0,0,0,0,30009789,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,20005,20,3,,1,,,,,2017-02-24 14:16:56,2023-10-23 09:53:18,0,12,1,1,30005283,2,2000,1,,419731,371075,53.23636,-1.705828,Other,Others,Private Use,Private
,,1,1,1,0,30009790,,,1,54.32,6.4,9.6,0.0,4.02,34.3,,,,,,,,,1,,,,,,,,,,0,0,,0,,1,0,1,1,1,2 bays,1,1,0,0,0,20005,20,3,,1,,,,,2017-02-24 14:18:35,2023-08-30 14:28:24,0,12,1,1,30005284,1,1999,0,,485506,487774,54.27848,-0.6882892,Other,Others,Free Public Access,Public Access
0,,,,,,30009791,,,,,,,,,,,1.0,1.0,,,,4.25,,,,,,,,12,,77.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20006,20,3,,1,,,,,2017-02-24 14:24:46,2024-02-26 13:17:26,1,12,1,1,30005285,1,2007,0,2012,442808,277217,52.39133,-1.372366,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30009792,50.0,6.0,,,,,,,,,,,8,4,3,5.0,,,0,5.0,8.5,48.0,8.0,17,,300.0,6.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 14:32:08,2024-02-08 09:34:50,0,12,1,1,30005286,1,2003,0,,439763,393274,53.43478,-1.402947,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009793,,,,,,,,,,,,,,,,3.0,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-02-24 14:45:15,2024-01-16 09:34:46,1,12,1,1,30005287,1,2001,0,2008,411855,538706,54.7432,-1.817371,Community Organisation,Others,Free Public Access,Public Access
0,0,,,,,30009794,,,,,,,,,,,,,,,,3.0,,,0,,,,,17,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-02-24 14:49:12,2023-09-15 11:11:31,0,12,1,1,1042728,1,2000,1,,433916,291182,52.51749,-1.501602,Local Authority (in house),Local Authority,Free Public Access,Public Access
1,,,,,,30009796,,,,,,,,,,,7.0,3.0,,,,5.5,,,,,,,,12,,89.0,,0,0,,0,,0,0,0,1,1,,0,0,0,0,0,20006,20,3,,1,,,,,2017-02-24 15:23:16,2023-12-14 16:16:06,0,12,1,1,30005289,1,1962,0,,395937,301942,52.61525,-2.061435,School/College/University (in house),Education,Sports Club / Community Association,Public Access
1,0,,,,,30009797,50.0,6.0,,,,,,,,,,,8,4,4,6.0,,,0,5.0,8.0,77.0,6.0,9,,400.0,5.0,0,0,,0,,1,0,0,0,0,,1,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 15:25:22,2024-02-01 10:04:58,1,12,1,1,6007800,1,1998,0,2015,286359,70494,50.52315,-3.604509,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,0,,,,,30009798,41.0,6.0,,,,,,,,,,,6,4,3,5.0,,,0,2.0,8.0,42.0,7.5,3,,300.0,5.5,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-24 15:33:52,2023-12-21 11:13:39,1,12,1,1,30005290,1,1984,0,2014,447790,320567,52.7806,-1.292925,Local Authority (in house),Local Authority,Free Public Access,Public Access
1,0,,,,,30009799,,,,,,,,,,,,,,,,6.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,Refurb June 2019 - https://www.burnhamandhighbridgeweeklynews.co.uk/news/17709711.works-underway-to-upgrade-burnham-on-sea-bmx-club/,1,,,,,2017-02-24 15:34:25,2023-11-29 08:17:43,1,12,1,1,30005291,1,1993,1,2019,330923,147983,51.22684,-2.990628,Sport Club,Others,Sports Club / Community Association,Public Access
,,0,0,1,0,30009800,,,0,26.5,0.0,7.5,0.0,0.0,19.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,"26,500m overall length",1,,,,,2017-02-24 15:40:08,2024-05-02 14:13:02,0,12,1,1,30005292,1,2000,1,,320821,524506,54.6095,-3.227413,Other,Others,Free Public Access,Public Access
,,0,1,0,0,30009801,,,0,9.0,2.0,0.0,0.0,0.0,7.0,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-24 15:48:05,2023-09-18 10:51:06,0,12,1,1,30005293,1,2008,1,,386768,420901,53.68441,-2.201811,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009802,,,,,,,,,,,,,,,,5.0,,,0,,,,,3,,100.0,,0,0,,0,,0,0,0,1,1,,0,0,0,0,0,20004,20,3,,1,,,,,2017-02-24 15:51:28,2024-04-23 08:41:13,0,12,1,1,30005294,1,2017,0,,492022,290152,52.50153,-0.6457792,Sport Club,Others,Pay and Play,Public Access
0,0,,,,,30009803,,,,,,,,,,,,,,,,5.0,,,1,,,,,3,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-02-24 16:08:10,2024-05-01 15:02:43,0,12,1,1,30005295,1,2010,0,,349271,240215,52.05799,-2.741297,Local Authority (in house),Local Authority,Free Public Access,Public Access
0,0,,,,,30009805,,,,,,,,,,,,,,,,4.0,,,0,,,,,9,,100.0,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20004,20,3,,1,,,,,2017-02-24 16:22:23,2024-02-19 09:41:18,0,12,1,1,30005296,1,2002,0,,366712,312380,52.70807,-2.494111,Local Authority (in house),Local Authority,Free Public Access,Public Access
,,1,1,1,0,30009806,,,0,31.5,8.0,9.0,0.0,0.0,14.5,,,,,,,,,1,,,,,,,,,,1,0,,0,,0,0,0,1,1,"3 disabled bays 2 by toilet block , 1 staff car park",1,0,0,0,1,20005,20,3,,1,,,,,2017-02-27 08:47:48,2023-10-03 14:07:16,1,12,1,1,30005297,1,2005,1,2016,409354,531257,54.6763,-1.856469,Other,Others,Free Public Access,Public Access
,,1,1,1,0,30009807,,,1,26.9,6.3,12.7,0.0,3.7,4.2,,,,,,,,,1,,,,,,,,,,1,0,,0,,0,0,0,1,1,,1,0,0,0,1,20005,20,3,,1,,,,,2017-02-27 08:59:46,2023-11-24 12:40:36,0,12,1,1,30005298,1,2000,1,,363205,593676,55.23591,-2.580134,Other,Others,Free Public Access,Public Access
,,0,0,0,0,30009809,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,,1,,,,,2017-02-27 09:17:10,2024-06-17 14:51:46,0,12,1,1,30005299,1,2000,1,,480118,485006,54.25449,-0.7717464,Community Organisation,Others,Registered Membership use,Public Access
,,1,0,1,0,30009811,,,0,17.7,0.0,17.7,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,1,1,,1,0,0,0,1,20005,20,3,,1,,,,,2017-02-27 09:44:31,2024-04-25 08:05:25,0,12,1,1,30005300,1,1999,1,,354466,371236,53.23621,-2.683664,Other,Others,Free Public Access,Public Access
1,,,,,,30009812,,,,,,,,,,,1.0,1.0,,,,5.5,,,,,,,,12,,69.0,,0,0,,0,,0,0,0,0,1,,0,0,0,0,0,20006,20,3,,1,,,,,2017-02-27 09:55:10,2024-01-11 15:27:31,0,12,1,1,30005301,1,2002,1,,421240,423534,53.70782,-1.679695,Sport Club,Others,Sports Club / Community Association,Public Access
,,0,1,0,0,30009814,,,0,0.8400000000000001,0.5760000000000001,0.0,0.0,0.0,0.265,,,,,,,,,1,,,,,,,,,,1,0,,0,,0,0,0,0,0,,0,0,0,0,0,20005,20,3,Several different trails.,1,,,,,2017-02-27 10:00:15,2023-09-20 14:19:00,0,12,1,1,30005302,1,1999,0,,397039,390372,53.41017,-2.046007,Sport Club,Others,Pay and Play,Public Access
,,0,1,0,0,30009815,,,0,17.4,1.3,0.0,0.0,0.0,16.1,,,,,,,,,1,,,,,,,,,,0,0,,0,,0,0,0,1,1,,1,0,0,0,1,20005,20,3,,1,,,,,2017-02-27 10:08:58,2024-05-15 12:08:35,0,12,1,1,30005303,1,2000,1,,333548,494413,54.34093,-3.023631,Other,Others,Free Public Access,Public Access
0,,,,,,30009816,,,,,,,,,,,1.0,1.0,,,,6.0,,,,,,,,12,,87.0,,0,0,,2,101,0,0,0,0,1,,0,0,0,0,0,20006,20,5,,1,,,,2018-05-01,2017-02-27 10:13:43,2023-10-27 12:06:52,0,12,1,1,30005304,1,1981,0,,358116,178160,51.50081,-2.604793,Local Authority (in house),Local Authority,Free Public Access,Public Access
1,,,,,,30009820,,,,,,,,,,100.0,45.0,12.0,,,,9.0,40.0,,,,,,,3,0,485.0,,1,0,,0,,1,1,1,1,1,,1,0,1,1,1,20002,20,3,,1,,,,,2017-02-27 10:36:49,2024-05-22 09:27:30,1,12,1,1,1011417,2,1949,0,2005,487605,410288,53.5819,-0.678235,Sport Club,Others,Sports Club / Community Association,Public Access
,,0,0,0,0,30009821,,,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0,,,,,,,,,,0,0,,0,,0,0,0,0,0,,1,0,0,0,0,20005,20,3,,1,,,,,2017-02-27 10:44:06,2024-05-10 08:50:07,0,12,1,1,30005306,1,2000,1,,415526,182131,51.53788,-1.777524,Sport Club,Others,Free Public Access,Public Access
0,0,,,,,30009822,47.0,6.0,,,,,,,,,,,8,4,4,5.5,,,0,2.0,10.0,64.0,7.5,3,,368.0,5.0,0,0,,2,101,0,0,0,0,0,,0,0,0,0,0,20003,20,5,,1,,,,2017-11-14,2017-02-27 10:45:00,2017-11-14 11:39:39,0,12,1,1,30005307,1,,0,,573817,228945,51.93188,0.5268161,Other,Others,Free Public Access,Public Access
0,1,,,,,30009824,50.0,6.0,,,,,,,,,,,8,4,3,5.0,,,1,2.0,8.0,58.0,7.0,17,,285.0,5.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-27 10:59:33,2023-10-30 10:54:01,0,12,1,1,30005309,2,1984,0,,441438,373825,53.25983,-1.380274,Sport Club,Others,Sports Club / Community Association,Public Access
0,0,,,,,30009825,54.0,6.0,,,,,,,,,,,8,4,4,4.0,,,0,1.5,8.0,52.0,6.0,16,,325.0,5.0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,20003,20,3,,1,,,,,2017-02-27 11:04:26,2023-10-20 11:31:44,1,12,1,1,30005310,1,1990,1,2017,488375,241059,52.06089,-0.7123278,Local Authority (in house),Local Authority,Free Public Access,Public Access
