Dimensions Estimate,Facility ID,Length,Rinks,Area,Width,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
0,2008769,34.74,4,674.0,19.4,1,1,2011,0,,1,1,1,1,1,"Parking: 13 dedicated spaces, Finding/Reaching Entrance: Ramp, Activity Areas: Lift available to floors, Toilets: 7 disabled toilets",1,1,1,1,1,3002,3,3,,1,,,Fusion Lifestyle,,,2023-12-19 16:33:00,1,12,1,1,1002943,2,1974,0,1996,516291,155850,51.28992,-0.3336595,Trust,Trust,Pay and Play,Public Access
0,2008771,36.0,4,648.0,18.0,1,0,,0,,1,1,1,1,1,"Lift, Finding/Reaching Entrance: Ramp, Doorways: Automatic, Changing Facilities: Wet side & dry, Toilets: Wet side & dry",1,1,1,1,1,3002,3,3,,1,,,Fusion Lifestyle,,,2023-10-31 11:18:28,1,12,1,1,1003569,2,1997,0,2007,273536,43753,50.28014,-3.776312,Trust,Trust,Pay and Play,Public Access
0,2008774,35.1,6,885.0,25.2,1,1,2015,0,,1,1,1,1,1,2 disabled bays but no car park.,0,1,1,1,1,3002,3,3,,1,,,Everyone Active,,,2024-04-30 13:24:27,0,12,1,1,1003837,2,1974,0,,523569,224113,51.90187,-0.2053199,Commercial Management,Commercial,Pay and Play,Public Access
0,2008775,36.6,6,1054.0,28.8,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-12-11 12:39:41,1,12,1,1,1035944,2,1997,0,2015,470768,138214,51.13884,-0.9898233,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008776,34.2,6,862.0,25.2,1,1,2003,1,103,1,1,1,1,1,Parking: 7 Bays,1,1,1,1,1,3002,3,5,,1,,,,2021-02-24,,2021-02-26 13:03:55,1,12,1,1,1003940,2,1973,0,2004,486783,155301,51.29025,-0.756839,Trust,Trust,Pay and Play,Public Access
0,2008777,36.0,6,972.0,27.0,1,1,2007,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2013-04-01,,2023-05-16 11:36:46,1,12,1,1,1003950,3,1987,0,2007,471769,106965,50.85775,-0.9816879,Not Known,Not Known,Pay and Play,Public Access
0,2008779,36.0,6,907.0,25.2,1,1,2007,0,,1,1,1,1,1,Parking: 12 Bays,1,1,1,1,1,3002,3,3,,1,,,Everyone Active,,,2023-10-27 11:54:56,0,12,1,1,1004035,2,1988,0,,453937,298863,52.58493,-1.205341,Commercial Management,Commercial,Pay and Play,Public Access
0,2008780,37.0,6,1110.0,30.0,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,3002,3,3,,1,,,Everyone Active,,,2024-01-31 09:27:54,0,12,1,1,1004044,2,1999,0,,473742,285968,52.4667,-0.9159377,Commercial Management,Commercial,Pay and Play,Public Access
0,2008781,31.5,3,369.0,11.7,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-05-07 14:59:20,1,12,1,1,1004102,2,1970,0,2001,435397,561864,54.95018,-1.448892,Community Organisation,Others,Sports Club / Community Association,Public Access
0,2008782,36.0,8,1296.0,36.0,1,1,2004,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2013-05-01,,2013-11-04 00:00:00,1,12,1,1,1004110,3,1978,0,2006,439383,556920,54.90546,-1.387338,Not Known,Not Known,Pay and Play,Public Access
0,2008783,35.1,8,1179.0,33.6,1,1,2006,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2013-07-01,,2022-01-10 17:03:27,1,12,1,1,1004115,3,1978,0,2006,424716,564410,54.9737,-1.61543,Not Known,Not Known,Pay and Play,Public Access
0,2008784,40.0,3,640.0,16.0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2015-06-14,,2015-06-16 00:00:00,0,12,1,1,1004128,3,1982,0,,430871,564973,54.97842,-1.519219,Not Known,Not Known,Pay and Play,Public Access
0,2008785,36.0,6,972.0,27.0,1,1,2011,0,,1,1,1,1,1,Parking: 3 Bays,1,1,0,1,1,3002,3,3,,1,,,Everyone Active,,,2024-02-05 13:28:19,1,12,1,1,1004134,2,1990,0,2003,433848,550105,54.84463,-1.474452,Commercial Management,Commercial,Pay and Play,Public Access
0,2008786,31.5,2,265.0,8.4,1,0,,0,,1,1,1,1,1,Parking: 4 parking bays,1,1,1,1,1,3002,3,3,,1,,,,,,2024-02-22 10:59:04,1,12,1,1,1004160,2,1973,0,1995,432890,563593,54.96589,-1.487834,Community Organisation,Others,Pay and Play,Public Access
0,2008787,34.0,6,1020.0,30.0,1,1,2006,2,103,1,1,1,1,1,,0,1,1,1,1,3002,3,5,,1,,,,2020-01-31,,2020-02-06 10:51:41,1,12,1,1,1004233,2,1974,0,2003,433819,279129,52.40914,-1.504259,Trust,Trust,Sports Club / Community Association,Public Access
0,2008788,31.5,5,567.0,18.0,1,1,2006,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2015-05-18,,2015-06-01 00:00:00,1,12,1,1,1004397,3,1970,0,2003,414763,416980,53.64914,-1.778129,Not Known,Not Known,Pay and Play,Public Access
0,2008789,36.0,4,734.0,20.4,1,1,2002,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2012-03-18,,2012-03-26 00:00:00,0,12,1,1,1004470,3,1974,0,,247058,56252,50.38621,-4.15276,Not Known,Not Known,Pay and Play,Public Access
0,2008790,36.0,4,648.0,18.0,1,1,2000,0,102,1,1,1,1,1,,1,1,1,1,1,3002,3,5,,1,,,,2022-06-23,,2022-10-05 09:48:37,1,12,1,1,1004472,2,1975,0,2005,255855,132728,51.07572,-4.059021,Commercial Management,Commercial,Pay and Play,Public Access
0,2008791,37.0,6,1110.0,30.0,1,1,2006,2,101,1,1,1,1,1,,1,1,1,0,1,3002,3,5,,1,,,,2018-04-14,,2024-02-19 13:20:12,1,12,1,1,1004513,2,1972,0,2004,577461,173783,51.43525,0.5517488,Local Authority (in house),Local Authority,Registered Membership use,Public Access
0,2008794,34.7,2,382.0,11.0,1,1,2010,2,102,1,1,1,1,1,,1,1,1,1,1,3002,3,5,,1,,,,2017-01-02,,2024-01-26 13:34:17,1,12,1,1,1004787,2,1993,0,2003,375438,164778,51.38151,-2.354316,Trust,Trust,Sports Club / Community Association,Public Access
1,30029263,35.0,2,420.0,12.0,1,0,,0,,1,0,1,1,1,,0,1,0,1,0,3002,3,3,,1,,,,,2023-02-23 16:40:03,2023-12-12 12:45:07,0,12,1,1,1040675,2,1990,1,,504643,199384,51.68348,-0.4877483,Community Organisation,Others,Sports Club / Community Association,Public Access
