Dimensions Estimate,Facility ID,Length,Rinks,Area,Width,Has changing rooms?,Are changing rooms refurbished?,Year changing rooms refurbished,Changing Place Toilets,Closure Reason,Disability: Activity Area,Disability: Changing Facilities,Disability: Doorways,Disability: Emergency Exits,Disability: Finding and reaching the entrance,Disability Notes,Disability: Parking,Disability: Reception Area,Disability: Social Areas,Disability: Spectator Areas,Disability: Toilets,Facility Subtype,Facility Type,Operational Status,Operational Status Notes,Meets Active Places Criteria,Date Opened,Expected Opening Date,Operator Name,Closed Date,Created Date,Last Updated Date,Is Refurbished?,End Month,Start Month,Seasonality Type,Site ID,Timing Type,Year Built,Year Built Estimated?,Year Refurbished,Easting,Northing,Latitude,Longitude,Management Type (Text),Management Type Group (Text),Accessibility Type (Text),Accessibility Type Group (Text)
0,2009097,36.0,8,1325.0,36.8,1,1,2013,0,,1,1,1,1,1,Defibrillator on site. Bowling wheelchairs available. ,1,1,1,1,1,3002,3,3,"1st May - 30th September - Summer Opening Times: Monday - Friday 09:00 - 14:00
Winter Opening Times: Everyday 09:00 until 22:00 ",1,,,,,,2023-12-05 08:55:35,1,12,1,1,1011203,2,1990,0,2010,524937,105359,50.83428,-0.2271475,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2025727,39.0,8,1404.0,36.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-03-08 15:10:09,1,12,1,1,1013903,2,2004,0,2017,418698,566386,54.99172,-1.709307,Sport Club,Others,Sports Club / Community Association,Public Access
0,2026187,34.0,4,612.0,18.0,1,1,2017,0,,1,1,1,1,1,,1,1,0,0,1,3002,3,3,,1,2013-10-01,,,,,2023-12-11 08:04:00,1,12,1,1,1004768,2,1973,0,2013,426164,398281,53.48062,-1.607223,Trust,Trust,Pay and Play,Public Access
0,2026393,40.0,4,720.0,18.0,0,0,,0,,1,0,1,1,1,2 bowling wheelchairs available for pre-booking.  ,1,1,1,1,1,3002,3,3,,1,,,,,,2023-11-14 10:47:23,1,12,1,1,1013966,2,1984,0,2012,509399,428208,53.73881,-0.3428794,Trust,Trust,Sports Club / Community Association,Public Access
0,2026507,36.0,2,324.0,9.0,0,0,,0,,1,1,1,1,1,,1,1,0,0,1,3002,3,3,,1,,,Greenwich Leisure Limited,,,2023-12-21 14:31:12,1,12,1,1,1002210,2,1936,0,2012,529084,194618,51.63557,-0.136143,Trust,Trust,Sports Club / Community Association,Public Access
0,2026891,36.0,2,648.0,18.0,1,1,2015,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2014-11-01,,2023-10-12 16:35:16,1,12,1,1,1004812,3,1996,0,2007,346951,176705,51.48679,-2.765411,Trust,Trust,Pay and Play,Public Access
0,2026919,37.1,2,323.0,8.7,1,1,2011,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2014-01-01,,2023-07-02 11:01:10,1,12,1,1,1005155,3,1966,0,2011,446062,523770,54.60702,-1.288426,Not Known,Not Known,Pay and Play,Public Access
0,2027208,36.6,6,1049.0,28.65,1,0,,0,,1,1,1,1,1,Defibrillator,1,1,1,1,1,3002,3,3,,1,,,,,,2023-09-28 09:53:34,1,12,1,1,1014155,2,2004,0,2008,600319,142078,51.14291,0.8624092,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2027291,35.9,8,1292.0,36.0,1,1,2006,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-01-11 12:35:30,1,12,1,1,1014163,2,1992,0,2015,550986,169154,51.40133,0.169196,Sport Club,Others,Sports Club / Community Association,Public Access
0,2027300,36.0,1,198.0,5.5,1,0,,0,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2014-02-01,,2023-08-09 09:41:40,0,12,1,1,1013861,3,2003,0,,265554,120340,50.96674,-3.916058,Not Known,Not Known,Pay and Play,Public Access
0,2027590,36.5,6,1022.0,28.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,Everyone Active,,,2024-05-29 11:20:26,0,12,1,1,1014289,2,2008,0,,449085,358994,53.12588,-1.267926,Commercial Management,Commercial,Pay and Play,Public Access
0,2027927,15.0,2,45.0,3.0,1,0,,2,,1,1,1,1,1,,1,1,1,0,1,3002,3,3,,1,,,,,,2023-09-12 12:58:32,0,12,1,1,1014503,2,2007,0,,487206,240500,52.05605,-0.7295254,Trust,Trust,Registered Membership use,Public Access
0,2027989,36.5,6,1041.0,28.52,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-02-01 15:57:14,0,12,1,1,1014554,2,2007,0,,351531,314666,52.72747,-2.719136,Trust,Trust,Pay and Play,Public Access
0,2029178,37.8,4,726.0,19.2,1,1,2011,0,,1,1,1,1,1,,1,1,1,0,1,3002,3,3,,1,,,,,,2023-06-08 13:03:47,1,12,1,1,1013895,2,1987,0,2005,465717,87695,50.6852,-1.071106,Commercial Management,Commercial,Sports Club / Community Association,Public Access
0,2029239,37.8,4,764.0,20.2,1,1,2003,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-10-12 12:35:41,1,12,1,1,1101835,2,1973,0,2007,592378,328991,52.82413,0.8538107,Commercial Management,Commercial,Pay and Play,Public Access
0,2029430,23.0,2,173.0,7.5,0,0,,0,,1,0,1,1,1,,0,1,0,0,0,3002,3,3,,1,,,,,,2024-03-04 16:43:37,1,12,1,1,1014720,2,1968,0,2011,636164,298785,52.53571,1.48085,Sport Club,Others,Registered Membership use,Public Access
0,2038397,35.0,4,630.0,18.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-10-10 15:59:53,0,12,1,1,1005299,2,2007,0,,599360,312835,52.67655,0.9474868,Commercial Management,Commercial,Pay and Play,Public Access
0,2038404,35.0,1,280.0,8.0,1,0,,2,101,1,1,1,1,1,Parking: 12 parking bays,1,1,1,1,1,3002,3,5,,1,,,,2019-09-01,,2023-07-28 08:15:58,0,12,1,1,1003203,2,2003,0,,521102,161219,51.33717,-0.2628768,Trust,Trust,Sports Club / Community Association,Public Access
0,2038438,36.0,6,1037.0,28.8,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-10-04 10:39:45,1,12,1,1,1018743,2,2006,0,2008,383429,204625,51.74009,-2.241385,Sport Club,Others,Sports Club / Community Association,Public Access
0,2038478,31.0,2,326.0,10.5,1,1,2009,0,101,1,1,1,1,1,lIFT,1,1,1,1,1,3002,3,5,,1,,,,2021-06-01,,2023-08-31 11:18:59,1,12,1,1,1002595,2,1981,0,2005,381408,397219,53.47139,-2.281555,Trust,Trust,Pay and Play,Public Access
0,2039421,36.5,2,365.0,10.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-08-11 12:10:59,0,12,1,1,1005343,2,1991,0,,397781,310713,52.69411,-2.034257,Trust,Trust,Pay and Play,Public Access
0,2039530,34.0,2,272.0,8.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-12-14 10:37:07,0,12,1,1,1019014,2,2006,0,,365097,156893,51.31007,-2.502128,Sport Club,Others,Sports Club / Community Association,Public Access
0,30028613,40.0,6,1240.0,31.0,1,0,,0,,1,0,1,1,1,2 parking bays.,1,0,1,0,1,3002,3,3,Outdoor Bowls.,1,,,,,2022-11-08 10:52:29,2023-12-13 16:29:11,0,12,1,1,1042887,1,1970,0,,358927,176422,51.48525,-2.592909,Local Authority (in house),Local Authority,Pay and Play,Public Access
0,2039624,36.0,4,662.0,18.4,1,0,,0,,1,1,1,1,1,,1,1,1,0,1,3002,3,3,,1,,,Fusion Lifestyle,,,2024-05-16 07:23:41,0,12,1,1,1003761,2,2006,0,,579979,192467,51.60229,0.5974595,Trust,Trust,Pay and Play,Public Access
0,2039693,36.0,4,648.0,18.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-10-09 14:10:58,2,12,1,1,1019074,2,2005,0,,347800,93748,50.74097,-2.741143,Sport Club,Others,Sports Club / Community Association,Public Access
0,2071114,0.0,2,0.0,0.0,1,1,2016,2,101,1,1,1,1,1,,1,1,1,1,1,3002,3,5,,0,,,Fusion Lifestyle,2017-02-13,,2023-10-18 08:33:46,1,12,1,1,1005864,2,1974,0,2016,378408,149133,51.24096,-2.310687,Trust,Trust,Pay and Play,Public Access
0,2071280,36.5,6,1095.0,30.0,1,0,,0,,1,1,1,1,1,"Hoist, Finding/Reaching Entrance: Ramps.",1,1,1,1,1,3002,3,3,,1,,,,,,2023-11-10 14:18:39,0,12,1,1,1005296,2,2006,0,,587083,283849,52.42064,0.7497956,Commercial Management,Commercial,Pay and Play,Public Access
0,2071419,30.0,4,750.0,25.0,1,0,,0,,1,1,1,1,1,Parking: 5 Bays,1,1,1,1,1,3002,3,3,,1,2022-02-08,,Active Northumberland,,,2024-03-07 12:57:19,0,12,1,1,30010062,2,2022,0,,399461,651540,55.75722,-2.010166,Trust,Trust,Pay and Play,Public Access
0,2071856,33.0,3,495.0,15.0,1,0,,2,999,1,1,1,1,1,,1,1,1,1,1,3002,3,5,,1,,,,2016-05-20,,2016-06-16 09:39:46,1,12,1,1,1004446,2,1974,0,2003,418028,425592,53.72644,-1.728246,Trust,Trust,Pay and Play,Public Access
0,2077083,36.0,4,648.0,18.0,1,1,2005,0,,1,1,1,1,1,,1,0,1,1,1,3002,3,3,,1,,,,,,2023-08-17 09:44:14,1,12,1,1,1003415,2,1990,0,2005,290818,64109,50.46661,-3.539757,Commercial Management,Commercial,Private Use,Private
0,2077101,36.5,8,164.0,4.5,0,0,,0,,1,0,1,1,1,,0,1,1,0,1,3002,3,3,,1,,,,,,2023-07-24 11:06:18,0,12,1,1,1037084,2,2000,0,,255993,94280,50.73023,-4.041875,Commercial Management,Commercial,Private Use,Private
0,2077105,36.5,3,493.0,13.5,0,0,,0,,1,1,1,1,1,,1,1,1,0,1,3002,3,3,,1,,,,,,2023-08-10 10:56:41,0,12,1,1,1100159,2,2000,0,,253969,94758,50.73402,-4.070712,Commercial Management,Commercial,Registered Membership use,Public Access
0,2077954,10.0,2,100.0,10.0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2011-01-01,,2023-04-18 12:42:11,0,12,1,1,1014743,2,2000,0,,445767,381125,53.32509,-1.31434,Not Known,Not Known,Pay and Play,Public Access
0,2078007,36.5,6,1007.0,27.6,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-03-06 15:21:03,0,12,1,1,1005201,2,2005,0,,351710,529701,54.66008,-2.750081,Trust,Trust,Pay and Play,Public Access
0,2079294,31.0,3,539.0,17.4,1,1,2008,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,Everyone Active,,,2024-02-06 15:16:39,1,12,1,1,1005168,2,1963,0,1999,454051,519691,54.56957,-1.165507,Commercial Management,Commercial,Pay and Play,Public Access
0,2080180,35.0,2,315.0,9.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-06-09 09:28:56,0,12,1,1,1037954,2,2004,0,,342585,147544,51.22419,-2.82357,Sport Club,Others,Sports Club / Community Association,Public Access
0,2083498,36.7,4,675.0,18.4,1,0,,0,,1,1,1,1,1,Parking: 4 Bays.,1,0,1,1,1,3002,3,3,,1,,,,,,2024-05-31 13:33:53,0,12,1,1,6019967,2,1997,0,,448682,95466,50.75674,-1.311199,Sport Club,Others,Sports Club / Community Association,Public Access
0,2220305,36.5,2,336.0,9.2,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,Everyone Active,,,2023-11-21 10:33:13,0,12,1,1,1206727,2,2005,0,,526753,134654,51.09719,-0.1911752,Commercial Management,Commercial,Pay and Play,Public Access
0,2225422,25.0,2,225.0,9.0,1,0,,0,,1,1,1,1,1,,0,1,1,1,1,3002,3,3,,1,,,,,,2024-05-10 09:51:24,1,12,1,1,1208686,2,1940,0,2002,486734,299817,52.58927,-0.7211325,Sport Club,Others,Sports Club / Community Association,Public Access
0,4008770,36.0,3,486.0,13.5,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2006-04-01,,2023-08-01 09:45:12,2,12,1,1,1003536,3,1987,0,,549294,99509,50.77595,0.1161307,Not Known,Not Known,Pay and Play,Public Access
0,4008773,36.0,7,1134.0,31.5,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2004-11-01,,2024-01-17 15:13:06,2,12,1,1,1003823,3,1993,0,,506754,206555,51.74755,-0.4550241,Not Known,Not Known,Pay and Play,Public Access
0,4008808,0.0,1,0.0,0.0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,0,,,,2005-08-01,,2016-02-18 11:31:45,2,12,1,1,1005230,3,1976,0,,300012,526826,54.62664,-3.550266,Not Known,Not Known,Pay and Play,Public Access
0,4008853,34.0,4,680.0,20.0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2006-05-01,,2006-03-16 00:00:00,0,12,1,1,1010952,3,1969,0,,384895,205187,51.74519,-2.220175,Not Known,Not Known,Sports Club / Community Association,Public Access
0,4008902,36.0,8,1404.0,39.0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2006-03-01,,2022-12-01 13:24:04,0,12,1,1,1002925,1,1989,0,,523342,211738,51.79071,-0.2130262,Not Known,Not Known,Pay and Play,Public Access
0,4008904,40.0,2,464.0,11.6,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2005-09-01,,2005-11-16 00:00:00,1,12,1,1,1005688,3,1973,0,2002,527830,136474,51.11331,-0.1751501,Not Known,Not Known,Pay and Play,Public Access
0,4008908,36.0,7,1134.0,31.5,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2006-12-01,,2007-09-07 00:00:00,1,12,1,1,1011007,3,1989,0,2005,349344,230386,51.96964,-2.738778,Not Known,Not Known,Pay and Play,Public Access
0,4008918,36.0,4,648.0,18.0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2004-09-01,,2005-01-31 00:00:00,2,12,1,1,1011017,3,1983,0,,156532,37447,50.18688,-5.412108,Not Known,Not Known,Pay and Play,Public Access
0,4008940,37.0,8,1332.0,36.0,1,1,2006,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2007-06-22,,2008-06-26 00:00:00,1,12,1,1,1011040,3,1990,0,2006,287145,72514,50.54146,-3.594037,Not Known,Not Known,Pay and Play,Public Access
0,4008957,36.0,6,972.0,27.0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2006-06-25,,2006-07-11 00:00:00,1,12,1,1,1011059,3,1997,0,2004,539162,136948,51.11493,-0.01318421,Not Known,Not Known,Pay and Play,Public Access
0,4008983,35.7,6,964.0,27.0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2007-09-30,,2024-02-05 16:46:16,1,12,1,1,1011085,3,1981,0,2003,247061,57456,50.39702,-4.153198,Not Known,Not Known,Registered Membership use,Public Access
0,4008986,36.0,8,1296.0,36.0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2004-10-01,,2005-05-05 00:00:00,2,12,1,1,1011088,3,1987,0,,385223,257462,52.21519,-2.217683,Not Known,Not Known,Pay and Play,Public Access
0,4008994,36.0,5,1314.0,36.5,0,0,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2007-12-01,,2008-10-07 00:00:00,1,12,1,1,1011098,3,1990,0,2003,359526,416728,53.64551,-2.613721,Not Known,Not Known,Pay and Play,Public Access
0,4008999,36.5,6,986.0,27.0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2005-04-01,,2004-12-02 00:00:00,0,12,1,1,1011103,2,1994,0,,549993,179287,51.49264,0.1592252,Not Known,Not Known,Pay and Play,Public Access
0,4009080,34.2,2,308.0,9.0,1,0,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2005-10-01,,2006-05-25 00:00:00,0,12,1,1,1011185,3,1983,0,,346512,93549,50.73907,-2.759362,Not Known,Not Known,Registered Membership use,Public Access
0,4009087,34.2,4,616.0,18.0,1,2,,2,999,0,0,0,0,0,,0,0,0,0,0,3002,3,5,,1,,,,2005-03-01,,2005-02-22 00:00:00,2,12,1,1,1011192,3,1994,0,,599104,312914,52.67735,0.9437493,Not Known,Not Known,Sports Club / Community Association,Public Access
0,4079087,36.5,7,1165.0,31.92,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-10-02 10:48:51,0,12,1,1,1037548,2,2010,0,,487512,233878,51.99647,-0.7267494,Trust,Trust,Pay and Play,Public Access
0,4084699,37.72,8,1377.0,36.5,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,Plymouth Active Leisure Ltd,,,2023-10-03 12:22:32,0,12,1,1,1038141,2,2012,0,,247039,56325,50.38685,-4.153051,Commercial Management,Commercial,Registered Membership use,Public Access
0,4104482,36.5,3,518.0,14.2,1,1,2015,0,,1,1,1,1,1,,1,1,1,0,1,3002,3,3,,1,,,,,,2023-07-28 11:20:07,1,12,1,1,1011089,2,1959,0,2015,520242,299108,52.57652,-0.2270043,Sport Club,Others,Sports Club / Community Association,Public Access
0,4111966,35.0,1,175.0,5.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2024-04-22 11:57:35,0,12,1,1,20000054,2,1993,0,,640166,310822,52.64196,1.548459,Community Organisation,Others,Sports Club / Community Association,Public Access
0,4113392,36.5,3,548.0,15.0,0,0,,0,201,1,0,1,1,1,,0,1,0,0,1,3002,3,5,,1,,,,2023-09-01,,2023-10-03 12:48:30,0,12,1,1,1044747,2,2009,0,,399156,393803,53.44102,-2.014157,Trust,Trust,Pay and Play,Public Access
0,4117647,15.0,1,150.0,10.0,1,0,,2,999,1,1,1,1,1,,1,1,1,0,1,3002,3,5,,1,,,,2016-03-15,,2020-11-27 17:19:13,0,12,1,1,1036353,2,2013,0,,452291,528583,54.64966,-1.191144,Commercial Management,Commercial,Registered Membership use,Public Access
0,4126829,37.0,8,1369.0,37.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-12-07 14:07:53,0,12,1,1,1103890,2,2011,0,,416217,418797,53.66542,-1.756048,Trust,Trust,Pay and Play,Public Access
0,4147582,36.0,6,1008.0,28.0,1,0,,0,,1,1,1,1,1,,0,0,1,0,1,3002,3,3,,1,,,,,,2023-06-27 13:18:39,0,12,1,1,1208297,2,2014,0,,408551,280872,52.42579,-1.875661,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,30000280,36.5,4,672.0,18.4,1,0,,2,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,Oldham Community Leisure,,2015-11-27 14:14:02,2024-05-22 09:55:54,0,12,1,1,30002447,2,2015,0,,392190,404958,53.54122,-2.119319,Trust,Trust,Pay and Play,Public Access
0,30000430,10.0,1,30.0,3.0,1,0,,2,999,1,1,1,1,1,,0,1,1,1,1,3002,3,5,,1,,,,2016-12-02,2015-12-03 12:52:27,2016-12-02 14:32:59,0,12,1,1,30002458,1,2015,0,,445620,119272,50.97106,-1.351638,Sport Club,Others,Sports Club / Community Association,Public Access
0,30000939,36.0,8,1368.0,38.0,1,0,,0,,1,0,1,0,1,,1,1,0,0,1,3002,3,3,,1,,,,,2016-01-11 09:19:54,2024-02-14 10:28:24,1,4,10,2,30002678,2,1990,1,2018,536794,171422,51.4253,-0.03381677,Sport Club,Others,Pay and Play,Public Access
0,30001557,40.0,3,172.0,4.3,0,0,,0,,1,1,1,1,1,,1,0,1,0,1,3002,3,3,,1,,,,,2016-02-23 15:21:50,2023-12-06 12:25:42,0,12,1,1,1036172,2,2000,1,,339435,374281,53.26207,-2.909408,Sport Club,Others,Sports Club / Community Association,Public Access
0,30001841,25.0,1,75.0,3.0,0,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,2016-03-03 16:02:51,2023-10-03 10:48:46,0,12,1,1,1036502,2,2002,0,,430517,170374,51.43155,-1.562399,Commercial Management,Commercial,Private Use,Private
0,30002581,36.6,4,673.0,18.4,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,2016-01-05,,Places Leisure,,2016-04-08 15:47:28,2023-08-23 09:58:18,0,12,1,1,30002859,2,2015,0,,485846,191317,51.61416,-0.761543,Commercial Management,Commercial,Pay and Play,Public Access
0,30011530,36.0,6,1044.0,29.0,1,0,,0,,1,0,1,1,1,,1,1,1,0,1,3002,3,3,,1,,,,,2017-05-24 15:27:23,2024-04-15 12:32:00,0,12,1,1,30006127,2,1997,0,,448425,130015,51.06743,-1.310265,Sport Club,Others,Sports Club / Community Association,Public Access
0,30011967,36.0,6,972.0,27.0,1,1,2002,0,,1,1,1,1,1,Lift. Defibrillator on site,1,1,1,1,1,3002,3,3,,1,,,,,2017-07-07 14:30:34,2023-07-02 10:26:40,1,12,1,1,1005191,2,1968,0,2002,445966,516149,54.53854,-1.291099,Trust,Trust,Pay and Play,Public Access
0,30012776,35.0,4,700.0,20.0,0,0,,0,,1,0,1,1,1,,1,1,0,1,1,3002,3,4,,1,,,,,2017-09-11 12:56:51,2024-06-06 10:08:10,0,12,1,1,6017239,2,2000,1,,612002,250759,52.11451,1.094931,Community Organisation,Others,Sports Club / Community Association,Public Access
0,30013452,43.0,4,860.0,20.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,2017-10-23 15:53:49,2023-08-02 09:12:06,0,12,1,1,20001084,2,2000,1,,191169,39424,50.21786,-4.928691,Sport Club,Others,Sports Club / Community Association,Public Access
0,30013506,36.5,6,1007.0,27.6,1,0,,0,101,1,1,1,1,1,,1,1,1,1,1,3002,3,5,,1,2017-01-03,,PARKWOOD LEISURE,2021-07-13,2017-10-31 11:27:36,2023-08-04 15:14:11,1,12,1,1,30005562,2,2016,0,2018,457544,336539,52.92321,-1.145524,Commercial Management,Commercial,Pay and Play,Public Access
0,30014967,17.0,2,102.0,6.0,0,0,,0,,1,0,1,1,1,,1,1,1,1,1,3002,3,3,,1,2016-04-01,,,,2018-03-08 11:55:11,2023-05-24 09:42:33,0,12,1,1,30007350,2,2016,0,,436122,216267,51.84385,-1.477053,Trust,Trust,Free Public Access,Public Access
0,30018453,35.0,3,525.0,15.0,0,0,,0,,1,0,0,0,0,,0,0,0,0,0,3002,3,3,,1,,,,,2019-04-30 10:26:29,2023-09-18 10:34:51,0,12,1,1,1100194,2,2000,1,,385897,90005,50.7095,-2.201094,Commercial Management,Commercial,Registered Membership use,Public Access
0,30018481,42.0,8,1588.0,37.8,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,2019-05-03 12:11:08,2023-10-04 16:13:52,0,12,1,1,30008279,2,2019,0,,489478,180519,51.51653,-0.711841,Sport Club,Others,Sports Club / Community Association,Public Access
0,30018525,36.5,2,365.0,10.0,0,0,,0,,1,0,0,0,1,,1,0,0,1,0,3002,3,3,,1,,,,,2019-05-09 10:21:59,2023-08-14 13:29:26,0,12,1,1,6012381,2,1970,1,,407454,246232,52.11438,-1.892549,Local Authority (in house),Local Authority,Sports Club / Community Association,Public Access
0,30019925,35.0,2,350.0,10.0,1,0,,0,,1,0,1,1,1,,0,0,1,0,1,3002,3,3,,1,,,,,2019-10-25 14:47:57,2024-02-08 10:38:57,0,12,1,1,6001886,2,2009,0,,341360,385011,53.35873,-2.882545,Sport Club,Others,Sports Club / Community Association,Public Access
0,30023858,39.3,6,1128.0,28.7,1,1,1995,0,,1,0,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,2020-12-21 13:31:17,2023-06-20 12:18:59,1,12,1,1,30009423,2,1978,0,1995,490026,411409,53.59156,-0.6413553,Sport Club,Others,Sports Club / Community Association,Public Access
1,30023860,40.0,6,1200.0,30.0,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,2000-05-02,,Swale Indoor Bowls Centre,,2020-12-22 11:09:10,2023-07-18 12:51:35,0,12,1,1,20000834,2,2000,0,,590044,164911,51.35149,0.727824,Sport Club,Others,Registered Membership use,Public Access
0,30028291,34.2,3,349.0,10.2,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,Is outdoors,1,,,,,2022-09-12 10:43:00,2023-11-09 10:10:48,0,12,1,1,1011021,2,2021,0,,366891,76673,50.58883,-2.469064,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008758,34.2,6,923.0,27.0,1,1,2012,0,,1,1,1,1,1,Finding/Reaching Entrance: Ramp,0,1,0,1,1,3002,3,3,,1,,,Freedom Leisure,,,2024-05-31 12:38:58,1,12,1,1,1000902,2,1946,0,1990,528367,104438,50.82525,-0.1787871,Trust,Trust,Sports Club / Community Association,Public Access
0,2008759,36.0,8,1325.0,36.8,1,1,2014,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-08-22 09:42:30,1,12,1,1,1001130,2,1978,0,2001,627054,329954,52.8193,1.368242,Commercial Management,Commercial,Pay and Play,Public Access
0,2008761,33.3,6,1019.0,30.6,1,1,2008,0,,1,1,1,1,1,,0,1,1,1,1,3002,3,3,,1,,,,,,2024-05-13 15:11:57,1,12,1,1,1002215,2,1992,0,2004,531172,175560,51.46382,-0.1130996,Trust,Trust,Sports Club / Community Association,Public Access
0,2008762,36.0,4,518.0,14.4,1,1,1996,2,101,1,1,1,1,1,Parking: 3 Bays,1,1,0,0,1,3002,3,5,,1,,,,2017-02-21,,2022-01-11 14:06:55,0,12,1,1,1002366,2,1995,0,,545614,178347,51.48534,0.09580509,Trust,Trust,Pay and Play,Public Access
0,2008763,37.0,7,1217.0,32.9,1,1,2014,0,,1,1,1,1,1,,1,1,1,0,1,3002,3,3,,1,,,,,,2024-05-16 13:59:20,0,12,1,1,1002449,2,1983,0,,459067,379510,53.30927,-1.114983,Community Organisation,Others,Pay and Play,Public Access
0,2008764,36.0,6,1037.0,28.8,1,1,2000,0,,1,0,1,1,1,,1,1,1,1,1,3002,3,3,"Bowls hall is managed by bowls club
Building managed by Local Authority",1,,,,,,2024-03-04 15:16:43,1,12,1,1,1002500,2,1987,0,2007,460333,341848,52.97062,-1.103059,Sport Club,Others,Sports Club / Community Association,Public Access
0,2008765,36.0,8,1296.0,36.0,1,0,,2,102,1,1,1,1,1,,1,1,1,0,1,3002,3,5,,1,,,,2016-01-20,,2016-01-20 09:38:43,1,12,1,1,1002501,2,1991,0,2009,457541,336543,52.92325,-1.14556,Commercial Management,Commercial,Pay and Play,Public Access
0,2008766,36.0,7,1134.0,31.5,1,0,,0,,1,1,1,1,1,,1,1,1,1,1,3002,3,3,,1,,,,,,2023-06-21 09:51:04,0,12,1,1,1002505,2,1991,0,,463134,365569,53.1835,-1.056711,Commercial Management,Commercial,Pay and Play,Public Access
0,2008768,30.7,4,553.0,18.0,1,0,,2,103,1,1,1,1,1,,1,1,1,1,1,3002,3,5,,1,,,,2016-03-18,,2016-03-18 08:38:31,1,12,1,1,1002577,2,1985,0,2004,392677,405221,53.5436,-2.111977,Trust,Trust,Pay and Play,Public Access
